ID_POL;Fecha_Siniestro;TipoSin;Costes
B92035;18/09/2017;Daños Propios;304,8
B92035;18/09/2017;Daños Propios;313,3
B92035;18/09/2017;Daños Propios;368,84
B92035;18/09/2017;Daños Propios;463,42
B92077;31/05/2017;Daños Propios;552,39
B92078;02/10/2017;Daños Propios;193,88
B92078;02/09/2017;Daños Propios;242,88
B92087;17/11/2017;Daños Propios;483,55
B92101;01/09/2017;Daños Propios;667,99
B92110;06/03/2017;Daños Propios;97,07
B92130;29/10/2017;Daños Propios;516,08
B92151;06/11/2017;Daños Propios;347,09
B92151;06/11/2017;Daños Propios;686,87
B92155;21/11/2017;Daños Propios;453,17
B92155;10/11/2017;Daños Propios;654,77
B92185;04/07/2017;Daños Propios;646,16
B92185;04/07/2017;Daños Propios;678,98
B92215;26/05/2017;Daños Propios;230,43
B92216;20/10/2017;Daños Propios;490,23
B92220;10/11/2017;Daños Propios;1720,24
B92222;05/05/2017;Daños Propios;100,08
B92225;29/09/2017;Daños Propios;154,19
B92258;19/09/2017;Daños Propios;638,42
B92271;20/03/2017;Daños Propios;330,81
B92295;20/10/2017;Daños Propios;373,15
B92305;10/10/2017;Daños Propios;366,79
B92319;22/08/2017;Daños Propios;964,67
B92367;08/10/2017;Daños Propios;371,24
B92367;16/10/2017;Daños Propios;1993,26
B92369;20/11/2017;Daños Propios;272,09
B92369;30/04/2017;Daños Propios;286,64
B92369;20/11/2017;Daños Propios;312,6
B92369;20/11/2017;Daños Propios;415,34
B92369;20/11/2017;Daños Propios;432,36
B92396;03/10/2017;Daños Propios;403,61
B92400;23/11/2017;Daños Propios;155,49
B92403;16/10/2017;Daños Propios;157
B92411;06/11/2017;Daños Propios;45,62
B92411;06/11/2017;Daños Propios;133,49
B92411;06/11/2017;Daños Propios;139,23
B92411;06/11/2017;Daños Propios;380,52
B92411;06/11/2017;Daños Propios;380,52
B92411;06/11/2017;Daños Propios;478,83
B92414;06/11/2017;Daños Propios;49,07
B92414;06/11/2017;Daños Propios;88,77
B92414;15/11/2017;Daños Propios;268,02
B92414;06/11/2017;Daños Propios;447,25
B92414;04/11/2017;Daños Propios;818,86
B92414;06/11/2017;Daños Propios;863,06
B92419;08/06/2017;Daños Propios;1039,03
B92422;28/09/2017;Daños Propios;153,02
B92422;04/05/2017;Daños Propios;680,9
B92449;03/10/2017;Daños Propios;116,72
B92449;03/10/2017;Daños Propios;231,35
B92449;03/10/2017;Daños Propios;277,55
B92449;03/10/2017;Daños Propios;315,6
B92449;03/10/2017;Daños Propios;315,6
B92459;10/07/2017;Daños Propios;710,44
B92468;18/07/2017;Daños Propios;942,69
B92485;16/11/2017;Daños Propios;1902,4
B92485;19/07/2017;Daños Propios;3955,21
B92497;22/10/2017;Daños Propios;113,67
B92521;15/01/2017;Daños Propios;1466,71
B92528;17/06/2017;Daños Propios;1241,88
B92537;30/09/2017;Daños Propios;3091,09
B92629;12/11/2017;Daños Propios;217,67
B92679;25/09/2017;Daños Propios;1110,51
B92680;04/11/2017;Daños Propios;175,65
B92684;16/09/2017;Daños Propios;345,6
B92733;19/11/2017;Daños Propios;68,38
B92733;19/11/2017;Daños Propios;339,42
B92733;19/11/2017;Daños Propios;341,81
B92733;19/11/2017;Daños Propios;427,92
B92733;19/11/2017;Daños Propios;524,72
B92755;28/05/2017;Daños Propios;351,69
B92772;24/04/2017;Daños Propios;107,64
B92779;06/11/2017;Daños Propios;194,09
B92790;08/11/2017;Daños Propios;446,89
B92822;26/09/2017;Daños Propios;147,01
B92822;26/09/2017;Daños Propios;390,37
B92840;11/11/2017;Daños Propios;243,74
B92840;11/11/2017;Daños Propios;246,66
B92843;07/02/2017;Daños Propios;414,83
B92849;03/03/2017;Daños Propios;357,64
B92882;30/04/2017;Daños Propios;159,37
B92882;30/04/2017;Daños Propios;348,37
B92882;30/04/2017;Daños Propios;391,72
B92882;30/04/2017;Daños Propios;436,12
B92882;30/04/2017;Daños Propios;1129,64
B92910;19/10/2017;Daños Propios;107,64
B92936;05/02/2017;Daños Propios;167,38
B92953;03/09/2017;Daños Propios;152,51
B92953;03/09/2017;Daños Propios;327,21
B92953;03/09/2017;Daños Propios;348,53
B92953;03/09/2017;Daños Propios;364,63
B92953;03/09/2017;Daños Propios;520,24
B92960;08/04/2017;Daños Propios;163,58
B92960;08/04/2017;Daños Propios;193,95
B92960;08/04/2017;Daños Propios;274,79
B92960;08/04/2017;Daños Propios;423,92
B92962;07/02/2017;Daños Propios;95,25
B92975;17/07/2017;Daños Propios;111,75
B92988;27/08/2017;Daños Propios;493,63
B93009;25/11/2017;Daños Propios;1928,88
B93031;03/11/2017;Daños Propios;132,97
B93031;03/11/2017;Daños Propios;234,52
B93055;31/01/2017;Daños Propios;44,86
B93075;10/12/2017;Daños Propios;83,59
B93123;03/07/2017;Daños Propios;365,96
B93123;03/02/2017;Daños Propios;1860,6
B93143;18/11/2017;Daños Propios;352,25
B93143;02/04/2017;Daños Propios;611,92
B93150;08/01/2017;Daños Propios;181,7
B93154;08/08/2017;Daños Propios;175,4
B93162;10/10/2017;Daños Propios;431,81
B93181;05/02/2017;Daños Propios;427,72
B93181;05/02/2017;Daños Propios;700,57
B93195;01/01/2017;Daños Propios;721,34
B93197;04/07/2017;Daños Propios;699,9
B93250;01/10/2017;Daños Propios;2473,52
B93266;10/11/2017;Daños Propios;173,25
B93266;22/09/2017;Daños Propios;215,56
B93266;22/09/2017;Daños Propios;227,04
B93266;22/09/2017;Daños Propios;238,99
B93266;22/09/2017;Daños Propios;294,27
B93266;10/11/2017;Daños Propios;307,35
B93266;10/11/2017;Daños Propios;394,76
B93270;16/10/2017;Daños Propios;1894,76
B93271;28/03/2017;Daños Propios;3220,05
B93273;20/10/2017;Daños Propios;377,17
B93279;30/09/2017;Daños Propios;386,52
B93325;24/07/2017;Daños Propios;310,91
B93325;24/07/2017;Daños Propios;320,14
B93325;23/09/2017;Daños Propios;3137,57
B93330;19/03/2017;Daños Propios;1309,33
B93342;15/04/2017;Daños Propios;339,92
B93350;10/09/2017;Daños Propios;268,02
B93376;15/07/2017;Daños Propios;348,08
B93387;05/06/2017;Daños Propios;344,84
B93411;08/10/2017;Daños Propios;275,14
B93413;10/11/2017;Daños Propios;229,48
B93422;13/10/2017;Daños Propios;276,86
B93437;20/06/2017;Daños Propios;538,19
B93453;16/05/2017;Daños Propios;433,75
B93485;13/05/2017;Daños Propios;634,97
B93522;08/10/2017;Daños Propios;1990,69
B93544;19/04/2017;Daños Propios;615,73
B93559;09/03/2017;Daños Propios;1782,07
B93587;04/11/2017;Daños Propios;603,97
B93587;04/11/2017;Daños Propios;621,98
B93591;01/08/2017;Daños Propios;330,55
B93591;10/08/2017;Daños Propios;337,41
B93609;19/01/2017;Daños Propios;282,46
B93623;26/08/2017;Daños Propios;63,32
B93623;24/08/2017;Daños Propios;271,39
B93623;08/07/2017;Daños Propios;276,86
B93623;09/09/2017;Daños Propios;276,86
B93623;19/06/2017;Daños Propios;1009,61
B93638;18/02/2017;Daños Propios;313,74
B93663;01/10/2017;Daños Propios;501,86
B93690;02/05/2017;Daños Propios;443,49
B93697;18/08/2017;Daños Propios;299,73
B93698;20/08/2017;Daños Propios;268,13
B93727;21/10/2017;Daños Propios;1244,82
B93731;20/10/2017;Daños Propios;176,38
B93731;20/10/2017;Daños Propios;218,68
B93731;21/10/2017;Daños Propios;336,08
B93731;20/10/2017;Daños Propios;393,62
B93731;20/10/2017;Daños Propios;401,92
B93731;20/10/2017;Daños Propios;469,93
B93752;07/02/2017;Daños Propios;1430,92
B93757;04/08/2017;Daños Propios;1282,69
B93764;22/06/2017;Daños Propios;299,73
B93798;03/11/2017;Daños Propios;567,72
B93830;26/08/2017;Daños Propios;189,48
B93830;26/08/2017;Daños Propios;989,46
B93837;23/06/2017;Daños Propios;72,04
B93837;12/11/2017;Daños Propios;166,49
B93837;18/06/2017;Daños Propios;446,07
B93842;13/01/2018;Daños Propios;280,63
B93842;22/05/2017;Daños Propios;308,22
B93846;01/10/2017;Daños Propios;353,04
B93849;26/05/2017;Daños Propios;71,96
B93849;29/01/2017;Daños Propios;363,13
B93859;20/10/2017;Daños Propios;359,49
B93859;13/05/2017;Daños Propios;2725,38
B93871;09/11/2017;Daños Propios;116,9
B93904;27/03/2017;Daños Propios;573,25
B93946;06/11/2017;Daños Propios;151,36
B93946;06/11/2017;Daños Propios;390,16
B94002;21/07/2017;Daños Propios;335,1
B94002;21/02/2017;Daños Propios;1693,89
B94009;28/04/2017;Daños Propios;400,05
B94014;10/11/2017;Daños Propios;64,41
B94014;10/11/2017;Daños Propios;263,91
B94014;10/11/2017;Daños Propios;364,18
B94014;10/11/2017;Daños Propios;370,15
B94014;10/11/2017;Daños Propios;489,88
B94036;31/08/2017;Daños Propios;256,86
B94049;19/08/2017;Daños Propios;276,86
B94063;24/09/2017;Daños Propios;301,3
B94063;24/09/2017;Daños Propios;422,33
B94083;14/03/2017;Daños Propios;574,08
B94093;18/11/2017;Daños Propios;513,1
B94106;07/10/2017;Daños Propios;87,53
B94106;07/10/2017;Daños Propios;168,34
B94162;17/11/2017;Daños Propios;262,7
B94162;17/11/2017;Daños Propios;384,79
B94162;17/11/2017;Daños Propios;449,13
B94162;17/11/2017;Daños Propios;655,77
B94193;14/02/2017;Daños Propios;610,79
B94200;27/06/2017;Daños Propios;1539,84
B94210;30/07/2017;Daños Propios;350,44
B94243;30/05/2017;Daños Propios;360,97
B94245;23/10/2017;Daños Propios;205,51
B94245;08/04/2017;Daños Propios;538,59
B94245;23/10/2017;Daños Propios;650,08
B94245;23/10/2017;Daños Propios;777,29
B94266;25/03/2017;Daños Propios;71,96
B94284;30/09/2017;Daños Propios;67,16
B94284;30/09/2017;Daños Propios;149,27
B94284;25/09/2017;Daños Propios;555,42
B94284;30/09/2017;Daños Propios;605,92
B94302;29/03/2017;Daños Propios;3660,03
B94304;07/11/2017;Daños Propios;100,53
B94304;07/11/2017;Daños Propios;206,82
B94304;07/11/2017;Daños Propios;291,89
B94304;07/11/2017;Daños Propios;391,7
B94326;22/05/2017;Daños Propios;497,2
B94326;01/04/2017;Daños Propios;652
B94331;28/08/2017;Daños Propios;355,07
B94349;20/05/2017;Daños Propios;130,8
B94349;20/05/2017;Daños Propios;206,97
B94349;20/05/2017;Daños Propios;255,58
B94349;13/05/2017;Daños Propios;535,16
B94350;25/02/2017;Daños Propios;299,73
B94352;25/10/2017;Daños Propios;154,31
B94352;05/11/2017;Daños Propios;312,84
B94352;25/10/2017;Daños Propios;638,46
B94352;18/11/2017;Daños Propios;638,46
B94374;13/05/2017;Daños Propios;587,68
B94374;06/05/2017;Daños Propios;707,32
B94374;13/05/2017;Daños Propios;1379,14
B94375;08/04/2017;Daños Propios;276,86
B94382;22/03/2017;Daños Propios;299,73
B94394;05/11/2017;Daños Propios;456,01
B94397;01/10/2017;Daños Propios;127,45
B94397;01/10/2017;Daños Propios;148,59
B94397;08/02/2017;Daños Propios;441,94
B94407;29/10/2017;Daños Propios;404,15
B94410;08/09/2017;Daños Propios;394,67
B94414;13/07/2017;Daños Propios;83,59
B94434;24/06/2017;Daños Propios;171,2
B94437;11/09/2017;Daños Propios;394,46
B94437;26/08/2017;Daños Propios;83,59
B94437;18/08/2017;Daños Propios;95,25
B94460;19/03/2017;Daños Propios;324,33
B94470;02/07/2017;Daños Propios;682
B94475;24/01/2017;Daños Propios;71,96
B94475;30/06/2017;Daños Propios;187,08
B94488;06/02/2017;Daños Propios;176,45
B94505;15/04/2017;Daños Propios;325,33
B94512;05/09/2017;Daños Propios;1667,23
B94554;04/07/2017;Daños Propios;119,93
B94554;04/07/2017;Daños Propios;377,13
B94556;01/08/2017;Daños Propios;766,58
B94572;22/09/2017;Daños Propios;495,99
B94583;22/10/2017;Daños Propios;1319,36
B94604;20/11/2017;Daños Propios;281,35
B94604;20/11/2017;Daños Propios;325,54
B94604;20/11/2017;Daños Propios;470,82
B94605;13/11/2017;Daños Propios;39,42
B94605;13/11/2017;Daños Propios;92,47
B94605;13/11/2017;Daños Propios;143,59
B94605;13/11/2017;Daños Propios;215,09
B94605;13/11/2017;Daños Propios;621,89
B94613;09/05/2017;Daños Propios;933,78
B94622;13/11/2017;Daños Propios;185,75
B94622;13/11/2017;Daños Propios;372,68
B94622;13/11/2017;Daños Propios;535,23
B94622;13/11/2017;Daños Propios;674,32
B94622;13/11/2017;Daños Propios;796,69
B94631;21/08/2017;Daños Propios;299,73
B94644;14/09/2017;Daños Propios;761,55
B94644;13/02/2017;Daños Propios;1764,95
B94651;17/04/2017;Daños Propios;979,43
B94656;08/06/2017;Daños Propios;52,14
B94656;24/11/2017;Daños Propios;1711,18
B94668;25/03/2017;Daños Propios;985,88
B94671;10/11/2017;Daños Propios;442,4
B94706;28/05/2017;Daños Propios;108,6
B94706;28/05/2017;Daños Propios;637,4
B94709;30/06/2017;Daños Propios;563,29
B94764;11/07/2017;Daños Propios;2000,42
B94776;21/11/2017;Daños Propios;473,69
B94796;19/06/2017;Daños Propios;355,04
B94815;28/05/2017;Daños Propios;2081,06
B94837;13/11/2017;Daños Propios;75,19
B94856;01/07/2017;Daños Propios;386,78
B94885;20/07/2017;Daños Propios;4867,01
B94902;02/09/2017;Daños Propios;885,48
B94908;18/08/2017;Daños Propios;107,64
B94925;08/09/2017;Daños Propios;266,95
B94932;10/01/2018;Daños Propios;169,81
B94950;21/05/2017;Daños Propios;898,52
B94957;19/09/2017;Daños Propios;276,86
B94968;24/07/2017;Daños Propios;268,02
B95043;01/10/2017;Daños Propios;1481,93
B95045;28/05/2017;Daños Propios;287,87
B95049;11/08/2017;Daños Propios;368,15
B95051;01/04/2017;Daños Propios;268,02
B95085;11/10/2017;Daños Propios;57,97
B95140;15/05/2017;Daños Propios;107,64
B95141;26/02/2017;Daños Propios;540,85
B95150;09/01/2018;Daños Propios;1988,13
B95182;11/11/2017;Daños Propios;1785,26
B95221;15/11/2017;Daños Propios;208,92
B95221;15/11/2017;Daños Propios;361,7
B95221;15/11/2017;Daños Propios;440,22
B95239;08/09/2017;Daños Propios;710,48
B95285;09/12/2017;Daños Propios;183,5
B95285;09/12/2017;Daños Propios;277,77
B95285;10/12/2017;Daños Propios;411,77
B95285;10/12/2017;Daños Propios;411,77
B95285;15/04/2017;Daños Propios;600,61
B95285;14/04/2017;Daños Propios;4170,66
B95295;16/06/2017;Daños Propios;208,42
B95295;12/06/2017;Daños Propios;328,22
B95308;11/06/2017;Daños Propios;1480,45
B95313;10/09/2017;Daños Propios;212,45
B95352;02/10/2017;Daños Propios;252,76
B95352;02/10/2017;Daños Propios;357,28
B95352;02/10/2017;Daños Propios;433,53
B95352;02/10/2017;Daños Propios;808,9
B95403;21/03/2017;Daños Propios;1006,05
B95408;12/11/2017;Daños Propios;71,96
B95410;21/10/2017;Daños Propios;89,58
B95410;28/10/2017;Daños Propios;110,36
B95410;28/10/2017;Daños Propios;206,68
B95410;28/10/2017;Daños Propios;474,63
B95410;28/10/2017;Daños Propios;623,2
B95469;11/06/2017;Daños Propios;214,04
B95469;11/06/2017;Daños Propios;542,83
B95472;06/11/2017;Daños Propios;2801,72
B95491;16/04/2017;Daños Propios;1836,17
B95499;08/04/2017;Daños Propios;209,11
B95503;25/09/2017;Daños Propios;1790,16
B95512;15/09/2017;Daños Propios;222
B95512;15/09/2017;Daños Propios;309,01
B95514;15/08/2017;Daños Propios;117,47
B95527;30/09/2017;Daños Propios;186,52
B95527;29/09/2017;Daños Propios;288,34
B95534;22/05/2017;Daños Propios;294,72
B95549;05/06/2017;Daños Propios;555,79
B95561;17/09/2017;Daños Propios;147,73
B95561;17/09/2017;Daños Propios;221,44
B95561;17/09/2017;Daños Propios;234,7
B95561;03/02/2017;Daños Propios;2097,31
B95561;16/09/2017;Daños Propios;2903,57
B95568;11/11/2017;Daños Propios;71,96
B95577;02/10/2017;Daños Propios;676,73
B95578;17/11/2017;Daños Propios;183,07
B95578;21/11/2017;Daños Propios;221,84
B95624;18/08/2017;Daños Propios;398,65
B95634;31/01/2017;Daños Propios;1590,76
B95651;02/11/2017;Daños Propios;185,3
B95651;02/11/2017;Daños Propios;339,62
B95651;02/11/2017;Daños Propios;358,58
B95652;01/06/2017;Daños Propios;1266,53
B95653;26/05/2017;Daños Propios;37,4
B95653;26/05/2017;Daños Propios;229,12
B95653;13/11/2017;Daños Propios;1103,08
B95667;29/08/2017;Daños Propios;661,4
B95685;08/03/2017;Daños Propios;549,12
B95686;25/02/2017;Daños Propios;1152,38
B95759;20/11/2017;Daños Propios;189,34
B95759;18/01/2017;Daños Propios;216,37
B95767;05/02/2017;Daños Propios;299,73
B95786;27/11/2017;Daños Propios;237,09
B95812;25/09/2017;Daños Propios;304,07
B95847;14/07/2017;Daños Propios;401,56
B95847;26/06/2017;Daños Propios;449,48
B95865;08/07/2017;Daños Propios;1735,79
B95910;23/05/2017;Daños Propios;403,56
B95943;05/12/2017;Daños Propios;404,86
B95946;25/06/2017;Daños Propios;1466,28
B95963;02/10/2017;Daños Propios;61,53
B95963;22/07/2017;Daños Propios;1336,46
B95971;02/11/2017;Daños Propios;203,52
B95978;23/01/2017;Daños Propios;1569,71
B96027;06/02/2017;Daños Propios;367,6
B96039;19/11/2017;Daños Propios;454,28
B96040;20/05/2017;Daños Propios;114,5
B96040;04/01/2017;Daños Propios;1227,77
B96046;16/07/2017;Daños Propios;287,92
B96046;16/07/2017;Daños Propios;643,46
B96080;22/06/2017;Daños Propios;428,63
B96089;20/10/2017;Daños Propios;83,59
B96089;26/10/2017;Daños Propios;248,8
B96131;30/04/2017;Daños Propios;83,59
B96190;10/01/2017;Daños Propios;224,95
B96234;01/10/2017;Daños Propios;276,86
B96237;17/06/2017;Daños Propios;1413,13
B96238;23/07/2017;Daños Propios;47,18
B96246;14/11/2017;Daños Propios;351,48
B96254;21/10/2017;Daños Propios;701,39
B96262;27/10/2017;Daños Propios;322,52
B96262;27/10/2017;Daños Propios;363,99
B96273;28/10/2017;Daños Propios;380,56
B96284;08/10/2017;Daños Propios;507,29
B96304;14/01/2017;Daños Propios;364,52
B96311;11/09/2017;Daños Propios;3997,25
B96321;24/02/2017;Daños Propios;1496,25
B96329;08/07/2017;Daños Propios;253,14
B96337;16/12/2017;Daños Propios;169,23
B96337;16/12/2017;Daños Propios;173,6
B96343;01/09/2017;Daños Propios;102,56
B96346;31/10/2017;Daños Propios;276,86
B96363;30/06/2017;Daños Propios;95,25
B96374;29/09/2017;Daños Propios;159,27
B96374;29/09/2017;Daños Propios;253,57
B96374;29/09/2017;Daños Propios;336,4
B96374;29/09/2017;Daños Propios;544,24
B96374;29/09/2017;Daños Propios;714,36
B96376;09/11/2017;Daños Propios;562,52
B96376;09/11/2017;Daños Propios;1201,58
B96394;29/08/2017;Daños Propios;313,12
B96394;18/07/2017;Daños Propios;377,83
B96408;13/03/2017;Daños Propios;2976,49
B96421;13/10/2017;Daños Propios;115,68
B96421;13/10/2017;Daños Propios;264,3
B96421;07/05/2017;Daños Propios;550,84
B96427;27/11/2017;Daños Propios;391,57
B96429;19/05/2017;Daños Propios;174,77
B96429;19/05/2017;Daños Propios;1054,42
B96464;24/01/2017;Daños Propios;205,3
B96471;22/04/2017;Daños Propios;61,53
B96488;01/09/2017;Daños Propios;131,89
B96488;01/09/2017;Daños Propios;165,13
B96491;01/07/2017;Daños Propios;749,24
B96510;21/10/2017;Daños Propios;298,98
B96510;21/10/2017;Daños Propios;335,97
B96510;14/10/2017;Daños Propios;490,53
B96510;21/10/2017;Daños Propios;494,21
B96510;03/02/2017;Daños Propios;2203,41
B96518;07/10/2017;Daños Propios;352,07
B96518;07/10/2017;Daños Propios;473,21
B96518;07/10/2017;Daños Propios;540,05
B96518;07/10/2017;Daños Propios;724,74
B96518;07/10/2017;Daños Propios;822,36
B96524;17/05/2017;Daños Propios;1293,27
B96529;14/11/2017;Daños Propios;928,15
B96533;21/07/2017;Daños Propios;299,69
B96567;11/11/2017;Daños Propios;430,48
B96567;17/11/2017;Daños Propios;466,01
B96567;17/11/2017;Daños Propios;514,76
B96567;17/11/2017;Daños Propios;643,04
B96567;11/11/2017;Daños Propios;708,82
B96568;29/04/2017;Daños Propios;273,24
B96570;18/07/2017;Daños Propios;162,51
B96570;18/07/2017;Daños Propios;290,16
B96570;18/07/2017;Daños Propios;402,09
B96570;18/07/2017;Daños Propios;405,02
B96570;18/07/2017;Daños Propios;429,92
B96579;16/09/2017;Daños Propios;613,8
B96590;18/11/2017;Daños Propios;120,88
B96590;24/03/2017;Daños Propios;143,72
B96590;18/11/2017;Daños Propios;153,89
B96593;05/02/2017;Daños Propios;355,87
B96595;03/06/2017;Daños Propios;947,44
B96603;30/05/2017;Daños Propios;121,43
B96603;03/11/2017;Daños Propios;144,22
B96603;01/10/2017;Daños Propios;196,3
B96603;30/05/2017;Daños Propios;272,64
B96644;25/11/2017;Daños Propios;67,2
B96644;25/11/2017;Daños Propios;86,12
B96667;18/02/2017;Daños Propios;779,73
B96675;08/07/2017;Daños Propios;217,69
B96680;10/09/2017;Daños Propios;299,73
B96696;10/03/2017;Daños Propios;229,71
B96705;01/05/2017;Daños Propios;339,05
B96713;20/11/2017;Daños Propios;1849,65
B96718;14/07/2017;Daños Propios;406,33
B96739;13/10/2017;Daños Propios;276,81
B96746;02/02/2017;Daños Propios;426,96
B96746;14/05/2017;Daños Propios;488,34
B96766;05/02/2017;Daños Propios;2212,18
B96772;20/05/2017;Daños Propios;895,13
B96798;15/10/2017;Daños Propios;338,35
B96802;26/09/2017;Daños Propios;91,41
B96802;26/09/2017;Daños Propios;185,09
B96802;26/09/2017;Daños Propios;372,68
B96802;26/09/2017;Daños Propios;414
B96802;26/09/2017;Daños Propios;450,37
B96806;06/04/2017;Daños Propios;251,7
B96849;12/11/2017;Daños Propios;1505,44
B96858;02/04/2017;Daños Propios;1159,56
B96887;10/11/2017;Daños Propios;171,35
B96887;10/11/2017;Daños Propios;252,37
B96907;12/11/2017;Daños Propios;571,13
B96953;21/03/2017;Daños Propios;634,02
B96993;19/03/2017;Daños Propios;4570,48
B96997;03/01/2017;Daños Propios;523,51
B97003;06/10/2017;Daños Propios;163,31
B97003;06/10/2017;Daños Propios;218,38
B97003;06/10/2017;Daños Propios;288,57
B97003;06/10/2017;Daños Propios;314,78
B97004;27/11/2017;Daños Propios;71,96
B97004;17/11/2017;Daños Propios;626,25
B97006;15/10/2017;Daños Propios;907,17
B97048;05/03/2017;Daños Propios;653,16
B97049;18/03/2017;Daños Propios;299,73
B97065;13/11/2017;Daños Propios;821,78
B97143;12/03/2017;Daños Propios;841,83
B97146;14/04/2017;Daños Propios;441,99
B97147;06/11/2017;Daños Propios;207,78
B97147;06/11/2017;Daños Propios;285,5
B97147;06/11/2017;Daños Propios;287,49
B97147;06/11/2017;Daños Propios;310,7
B97147;06/11/2017;Daños Propios;381,87
B97147;06/11/2017;Daños Propios;381,87
B97147;06/11/2017;Daños Propios;462,4
B97177;26/11/2017;Daños Propios;647,6
B97177;06/11/2017;Daños Propios;2011,99
B97179;11/04/2017;Daños Propios;1031,94
B97195;21/07/2017;Daños Propios;95,25
B97195;21/07/2017;Daños Propios;299,73
B97203;16/01/2017;Daños Propios;1399,69
B97277;10/08/2017;Daños Propios;360,48
B97281;04/11/2017;Daños Propios;662,44
B97283;10/11/2017;Daños Propios;340,23
B97283;10/11/2017;Daños Propios;376,44
B97283;10/11/2017;Daños Propios;419,76
B97283;10/11/2017;Daños Propios;423,28
B97296;23/05/2017;Daños Propios;635,38
B97299;05/08/2017;Daños Propios;799,69
B97419;19/02/2017;Daños Propios;301,66
B97457;04/06/2017;Daños Propios;519,91
B97459;24/10/2017;Daños Propios;62,66
B97459;24/10/2017;Daños Propios;371,78
B97459;24/10/2017;Daños Propios;461,4
B97459;24/10/2017;Daños Propios;522,8
B97459;24/10/2017;Daños Propios;980,89
B97466;16/04/2017;Daños Propios;341,24
B97489;14/05/2017;Daños Propios;316,26
B97489;25/06/2017;Daños Propios;636,1
B97496;30/07/2017;Daños Propios;575,15
B97496;30/04/2017;Daños Propios;1508,35
B97530;18/08/2017;Daños Propios;275,71
B97542;20/11/2017;Daños Propios;269,43
B97542;19/11/2017;Daños Propios;298,6
B97542;19/11/2017;Daños Propios;415,92
B97542;18/11/2017;Daños Propios;484,42
B97578;04/04/2017;Daños Propios;177,81
B97578;04/04/2017;Daños Propios;465,05
B97578;04/04/2017;Daños Propios;468,22
B97578;04/04/2017;Daños Propios;567,6
B97578;04/04/2017;Daños Propios;723,83
B97585;17/11/2017;Daños Propios;407,06
B97604;05/11/2017;Daños Propios;383,41
B97605;30/06/2017;Daños Propios;1930,78
B97628;19/09/2017;Daños Propios;1152,95
B97632;24/11/2017;Daños Propios;148,94
B97632;24/11/2017;Daños Propios;312,35
B97632;24/11/2017;Daños Propios;326,82
B97632;24/11/2017;Daños Propios;375,94
B97632;24/11/2017;Daños Propios;379,91
B97632;13/02/2017;Daños Propios;2614,4
B97657;19/02/2017;Daños Propios;599,28
B97659;14/11/2017;Daños Propios;198,33
B97659;14/11/2017;Daños Propios;323,44
B97659;14/11/2017;Daños Propios;435,99
B97659;14/11/2017;Daños Propios;650,39
B97659;14/11/2017;Daños Propios;673,38
B97659;28/08/2017;Daños Propios;1159,73
B97669;18/11/2017;Daños Propios;105,27
B97669;18/11/2017;Daños Propios;115,26
B97669;18/11/2017;Daños Propios;227,26
B97669;18/11/2017;Daños Propios;275,82
B97669;18/11/2017;Daños Propios;2106,65
B97671;10/11/2017;Daños Propios;169,08
B97671;26/11/2017;Daños Propios;221,39
B97671;10/11/2017;Daños Propios;240,17
B97671;10/11/2017;Daños Propios;662,55
B97671;10/11/2017;Daños Propios;684,47
B97671;10/11/2017;Daños Propios;687,63
B97683;31/10/2017;Daños Propios;1277,34
B97688;20/04/2017;Daños Propios;244,59
B97688;20/08/2017;Daños Propios;358,76
B97688;20/08/2017;Daños Propios;380,77
B97688;20/08/2017;Daños Propios;412,23
B97712;10/09/2017;Daños Propios;246,77
B97730;27/06/2017;Daños Propios;477,84
B97730;07/01/2017;Daños Propios;1351,31
B97730;07/06/2017;Daños Propios;1586,09
B97730;24/11/2017;Daños Propios;2027,51
B97734;15/04/2017;Daños Propios;690,11
B97738;17/06/2017;Daños Propios;705,19
B97738;17/06/2017;Daños Propios;914,19
B97739;29/12/2017;Daños Propios;1116,42
B97746;02/12/2017;Daños Propios;827,47
B97748;17/10/2017;Daños Propios;359,85
B97748;03/02/2017;Daños Propios;408,35
B97768;06/04/2017;Daños Propios;284,5
B97777;25/03/2017;Daños Propios;399,78
B97780;07/10/2017;Daños Propios;107,64
B97793;30/10/2017;Daños Propios;238,74
B97804;19/01/2017;Daños Propios;95,25
B97806;25/09/2017;Daños Propios;316,65
B97810;18/02/2017;Daños Propios;71,96
B97853;27/10/2017;Daños Propios;225,95
B97853;27/10/2017;Daños Propios;305,33
B97853;27/10/2017;Daños Propios;372,81
B97867;02/01/2017;Daños Propios;71,96
B97867;09/04/2017;Daños Propios;422,8
B97928;01/01/2017;Daños Propios;267,88
B97987;31/10/2017;Daños Propios;391,46
B98034;10/11/2017;Daños Propios;252,8
B98034;10/11/2017;Daños Propios;368,25
B98034;10/11/2017;Daños Propios;440,46
B98034;10/11/2017;Daños Propios;652,64
B98075;01/05/2017;Daños Propios;369,98
B98082;12/03/2017;Daños Propios;469,62
B98116;08/11/2017;Daños Propios;486,95
B98116;05/10/2017;Daños Propios;671,09
B98127;13/10/2017;Daños Propios;1257,04
B98162;15/05/2017;Daños Propios;271,14
B98171;18/03/2017;Daños Propios;936,6
B98176;29/10/2017;Daños Propios;208,82
B98176;05/10/2017;Daños Propios;1288,96
B98191;01/12/2017;Daños Propios;1455,56
