ID_POL;Fecha_Siniestro;TipoSin;Costes
B92485;16/11/2017;RC Corporal;15827,05
B92490;08/03/2017;RC Corporal;1540,33
B92504;16/11/2017;RC Corporal;734,43
B92537;30/09/2017;RC Corporal;3184,71
B92563;24/08/2017;RC Corporal;245
B92623;17/02/2017;RC Corporal;1666,51
B92629;10/11/2017;RC Corporal;968,6
B92679;22/09/2017;RC Corporal;2660,98
B92797;13/10/2017;RC Corporal;1106,21
B92805;06/08/2017;RC Corporal;476,06
B92831;04/02/2017;RC Corporal;1331,66
B92832;21/10/2017;RC Corporal;3301,4
B92866;23/05/2017;RC Corporal;9025,36
B92905;30/06/2017;RC Corporal;315,01
B93064;02/05/2017;RC Corporal;20211,65
B93086;12/02/2017;RC Corporal;1187,57
B93088;04/04/2017;RC Corporal;1503
B93126;28/09/2017;RC Corporal;88,9
B93253;18/01/2017;RC Corporal;5804,54
B93325;23/09/2017;RC Corporal;1127
B93466;31/03/2017;RC Corporal;9980,75
B93509;09/05/2017;RC Corporal;2129,48
B93620;03/04/2017;RC Corporal;1931,27
B93625;12/05/2017;RC Corporal;245
B93649;07/05/2017;RC Corporal;771,47
B93797;11/06/2017;RC Corporal;14372,98
B93823;24/01/2017;RC Corporal;763,77
B93859;13/05/2017;RC Corporal;9462,73
B93878;30/09/2017;RC Corporal;2109,6
B93903;31/10/2017;RC Corporal;599,6
B93904;27/03/2017;RC Corporal;4715,94
B93969;23/12/2017;RC Corporal;10008,39
B94113;18/02/2017;RC Corporal;8218,54
B94319;05/08/2017;RC Corporal;4042,54
B94319;01/04/2017;RC Corporal;17442,37
B94332;08/07/2017;RC Corporal;2308,86
B94359;19/03/2017;RC Corporal;189,37
B94366;05/11/2017;RC Corporal;2147,32
B94394;19/09/2017;RC Corporal;548,44
B94429;11/01/2017;RC Corporal;11603,7
B94469;26/08/2017;RC Corporal;2386,63
B94470;02/07/2017;RC Corporal;1065
B94514;06/05/2017;RC Corporal;172,28
B94514;18/02/2017;RC Corporal;1362,24
B94619;30/01/2017;RC Corporal;12003,68
B94669;03/04/2017;RC Corporal;89848,07
B94690;27/06/2017;RC Corporal;1396,32
B94749;15/04/2017;RC Corporal;4834,22
B94844;07/11/2017;RC Corporal;2937,15
B94885;20/07/2017;RC Corporal;4846,9
B94988;30/01/2017;RC Corporal;17583,09
B95005;27/05/2017;RC Corporal;8450,43
B95021;13/03/2017;RC Corporal;3958,66
B95051;19/05/2017;RC Corporal;3151,29
B95073;27/06/2017;RC Corporal;560,1
B95145;19/11/2017;RC Corporal;4621,63
B95183;09/09/2017;RC Corporal;16164,04
B95236;15/11/2017;RC Corporal;1596,3
B95241;22/02/2017;RC Corporal;1228,41
B95277;23/07/2017;RC Corporal;2249,92
B95285;14/04/2017;RC Corporal;3108,8
B95332;11/04/2017;RC Corporal;2177,38
B95346;30/01/2017;RC Corporal;6918,77
B95383;06/03/2017;RC Corporal;5158,79
B95453;17/01/2017;RC Corporal;3837,13
B95460;27/06/2017;RC Corporal;2224,48
B95472;06/11/2017;RC Corporal;2116,98
B95501;29/05/2017;RC Corporal;453,02
B95502;13/06/2017;RC Corporal;2972,71
B95554;04/04/2017;RC Corporal;1019,87
B95558;10/02/2017;RC Corporal;691,7
B95588;22/04/2017;RC Corporal;3575,28
B95666;17/03/2017;RC Corporal;17,04
B95673;17/03/2017;RC Corporal;1691,61
B95724;22/05/2017;RC Corporal;415,3
B95729;11/01/2017;RC Corporal;11726,89
B95746;06/10/2017;RC Corporal;460,45
B95750;22/01/2017;RC Corporal;204,77
B95764;26/08/2017;RC Corporal;1986,44
B95897;10/11/2017;RC Corporal;2369,84
B95928;24/07/2017;RC Corporal;6882
B95963;22/07/2017;RC Corporal;23624,53
B95997;06/04/2017;RC Corporal;3918,77
B96024;13/10/2017;RC Corporal;1059,58
B96054;08/08/2017;RC Corporal;786
B96074;22/01/2017;RC Corporal;4707,28
B96108;16/03/2017;RC Corporal;6629,09
B96140;10/12/2017;RC Corporal;3665,9
B96211;16/02/2017;RC Corporal;2845,02
B96225;01/07/2017;RC Corporal;22800,09
B96269;24/05/2017;RC Corporal;498,51
B96291;26/03/2017;RC Corporal;1905,93
B96292;12/09/2017;RC Corporal;1694,99
B96332;31/03/2017;RC Corporal;2798,32
B96367;15/04/2017;RC Corporal;3991,08
B96484;10/06/2017;RC Corporal;3818,58
B96504;19/02/2017;RC Corporal;86372,06
B96541;29/05/2017;RC Corporal;2381,64
B96564;28/05/2017;RC Corporal;3882
B96675;06/05/2017;RC Corporal;2201,31
B96705;10/09/2017;RC Corporal;9853,63
B96710;02/01/2017;RC Corporal;1226,61
B96713;31/03/2017;RC Corporal;1778,42
B96742;09/10/2017;RC Corporal;2016,06
B96744;13/03/2017;RC Corporal;6098,54
B96819;31/07/2017;RC Corporal;3888,87
B96858;02/04/2017;RC Corporal;5820,87
B96873;02/08/2017;RC Corporal;318,54
B96929;24/09/2017;RC Corporal;5316,84
B96948;23/10/2017;RC Corporal;161,82
B96985;28/06/2017;RC Corporal;53392,16
B97024;17/02/2018;RC Corporal;255
B97107;22/04/2017;RC Corporal;278,38
B97180;27/05/2017;RC Corporal;1814,18
B97292;05/09/2017;RC Corporal;22666,73
B97341;24/07/2017;RC Corporal;800
B97426;26/11/2017;RC Corporal;4036,97
B97452;02/11/2017;RC Corporal;23,34
B97540;20/10/2017;RC Corporal;1549,92
B97580;26/04/2017;RC Corporal;296,15
B97586;17/10/2017;RC Corporal;164,48
B97589;19/08/2017;RC Corporal;1584,85
B97600;04/03/2017;RC Corporal;5957,86
B97627;03/12/2017;RC Corporal;109,72
B97707;05/03/2017;RC Corporal;107,76
B97709;09/08/2017;RC Corporal;5558,1
B97735;28/03/2017;RC Corporal;5579,78
B97753;17/05/2017;RC Corporal;419,23
B97760;30/03/2017;RC Corporal;2399,39
B97793;20/04/2017;RC Corporal;66,12
B97849;01/01/2018;RC Corporal;999,22
B97878;23/07/2017;RC Corporal;2698,91
B97934;19/03/2017;RC Corporal;6495,44
B97987;10/02/2017;RC Corporal;12748,04
B98042;12/02/2017;RC Corporal;10009,21
B98065;13/09/2017;RC Corporal;10256,19
B98118;07/08/2017;RC Corporal;343,9
B98119;25/09/2017;RC Corporal;3095,66
B98155;26/05/2017;RC Corporal;840,33
B98194;27/09/2017;RC Corporal;554,96
B98236;08/02/2017;RC Corporal;3543,7
B98282;25/07/2017;RC Corporal;5378,2
B98288;15/05/2017;RC Corporal;779,39
B98362;21/03/2017;RC Corporal;316,07
B98378;02/07/2017;RC Corporal;11496,89
B98395;01/10/2017;RC Corporal;1358
B98428;26/10/2017;RC Corporal;9590,26
B98499;06/06/2017;RC Corporal;2571,79
B98613;02/01/2017;RC Corporal;4462,58
B98649;08/03/2017;RC Corporal;3709,48
B98761;16/05/2017;RC Corporal;251,69
B98844;25/07/2017;RC Corporal;7060,27
B98855;12/02/2017;RC Corporal;13364,14
B98904;12/06/2017;RC Corporal;2865,75
B98919;24/06/2017;RC Corporal;8730,12
B98940;22/10/2017;RC Corporal;973,2
B98960;12/02/2017;RC Corporal;9440,08
B98994;26/01/2017;RC Corporal;8197,52
B99048;13/03/2017;RC Corporal;3421,41
B99075;06/06/2017;RC Corporal;4136,18
B99183;06/03/2018;RC Corporal;5383,55
B99212;07/01/2017;RC Corporal;2900
B99267;31/08/2017;RC Corporal;6526,11
B99270;14/04/2017;RC Corporal;35,59
B99282;17/02/2017;RC Corporal;1713,14
B99348;11/10/2017;RC Corporal;206,64
B99442;21/05/2017;RC Corporal;171,1
B99467;10/09/2017;RC Corporal;1358,52
B99467;13/11/2017;RC Corporal;3111,82
B99470;25/01/2017;RC Corporal;909,6
B99586;29/06/2017;RC Corporal;4112,92
B99596;06/11/2017;RC Corporal;7195,5
B99631;25/04/2017;RC Corporal;3232,78
B99664;18/11/2017;RC Corporal;1730,61
B99678;19/08/2017;RC Corporal;7279,22
B99678;18/04/2017;RC Corporal;15476,43
B99866;06/05/2017;RC Corporal;705,61
B99874;29/10/2017;RC Corporal;442,63
B99905;04/10/2017;RC Corporal;235,29
B99905;02/10/2017;RC Corporal;2009
B99925;18/12/2017;RC Corporal;2362,04
B99948;19/05/2017;RC Corporal;830,48
B80001;03/03/2017;RC Material;882
B80002;11/10/2017;RC Material;882
B80036;16/01/2017;RC Material;882
B80046;30/04/2017;RC Material;882
B80057;07/07/2017;RC Material;882
B80061;01/11/2017;RC Material;882
B80074;24/03/2017;RC Material;882
B80136;16/04/2017;RC Material;882
B80139;25/04/2017;RC Material;882
B80139;31/05/2017;RC Material;882
B80141;25/04/2017;RC Material;882
B80157;19/05/2017;RC Material;882
B80171;29/03/2017;RC Material;882
B80175;31/03/2017;RC Material;882
B80177;09/05/2017;RC Material;882
B80181;26/08/2017;RC Material;882
B80184;09/06/2017;RC Material;882
B80189;31/10/2017;RC Material;882
B80209;31/07/2017;RC Material;882
B80214;22/10/2017;RC Material;882
B80217;23/05/2017;RC Material;882
B80221;15/04/2017;RC Material;882
B80239;19/09/2017;RC Material;882
B80255;15/07/2017;RC Material;882
B80262;09/01/2017;RC Material;882
B80266;04/11/2017;RC Material;882
B80277;06/08/2017;RC Material;882
B80280;03/11/2017;RC Material;882
B80283;17/09/2017;RC Material;882
B80283;09/10/2017;RC Material;882
B80287;26/05/2017;RC Material;882
B80299;31/01/2017;RC Material;882
B80306;21/04/2017;RC Material;882
B80308;30/08/2017;RC Material;882
B80316;21/07/2017;RC Material;882
B80316;06/09/2017;RC Material;882
B80316;07/10/2017;RC Material;882
B80317;07/08/2017;RC Material;882
B80339;11/04/2017;RC Material;882
B80357;08/07/2017;RC Material;882
B80368;06/03/2017;RC Material;882
B80370;03/04/2017;RC Material;882
B80372;17/06/2017;RC Material;882
B80372;27/10/2017;RC Material;882
B80392;15/04/2017;RC Material;882
B80398;25/08/2017;RC Material;882
B80408;16/08/2017;RC Material;882
B80409;11/04/2017;RC Material;882
B80411;01/03/2017;RC Material;882
B80418;28/05/2017;RC Material;882
B80423;30/05/2017;RC Material;882
B80429;15/07/2017;RC Material;882
B80432;17/12/2017;RC Material;882
B80435;19/09/2017;RC Material;882
B80441;04/07/2017;RC Material;882
B80447;31/03/2017;RC Material;882
B80464;17/10/2017;RC Material;882
B80466;05/11/2017;RC Material;882
B80471;16/01/2017;RC Material;882
B80479;15/07/2017;RC Material;882
B80484;30/09/2017;RC Material;882
B80490;03/05/2017;RC Material;882
B80490;13/12/2017;RC Material;882
B80504;04/10/2017;RC Material;882
B80507;31/01/2017;RC Material;882
B80511;05/04/2017;RC Material;882
B80515;27/09/2017;RC Material;882
B80534;19/08/2017;RC Material;882
B80552;18/06/2017;RC Material;882
B80554;29/03/2017;RC Material;882
B80568;11/03/2017;RC Material;882
B80568;19/06/2017;RC Material;882
B80568;04/11/2017;RC Material;882
B80572;14/01/2017;RC Material;882
B80574;12/06/2017;RC Material;882
B80577;07/03/2017;RC Material;882
B80577;22/01/2017;RC Material;882
B80579;16/06/2017;RC Material;882
B80595;23/03/2017;RC Material;882
B80600;21/11/2018;RC Material;882
B80614;15/04/2017;RC Material;882
B80618;14/02/2017;RC Material;882
B80624;21/01/2017;RC Material;882
B80625;14/10/2017;RC Material;882
B80636;05/09/2017;RC Material;882
B80641;25/03/2017;RC Material;882
B80649;24/07/2017;RC Material;882
B80651;17/07/2017;RC Material;882
B80654;28/03/2017;RC Material;882
B80670;17/03/2017;RC Material;882
B80674;27/08/2017;RC Material;882
B80679;12/05/2017;RC Material;882
B80682;02/11/2017;RC Material;882
B80689;14/02/2017;RC Material;882
B80689;12/03/2017;RC Material;882
B80693;29/04/2017;RC Material;882
B80695;21/03/2017;RC Material;882
B80699;12/06/2017;RC Material;882
B80714;28/10/2017;RC Material;882
B80714;23/12/2017;RC Material;882
B80726;20/03/2017;RC Material;882
B80741;16/01/2017;RC Material;882
B80744;03/03/2017;RC Material;882
B80752;18/10/2017;RC Material;882
B80753;16/02/2017;RC Material;882
B80757;28/06/2017;RC Material;882
B80761;01/02/2017;RC Material;882
B80762;06/02/2017;RC Material;882
B80766;19/03/2017;RC Material;882
B80783;30/12/2017;RC Material;882
B80793;24/07/2017;RC Material;882
B80795;04/01/2017;RC Material;882
B80803;14/07/2017;RC Material;882
B80810;19/08/2017;RC Material;882
B80813;30/06/2017;RC Material;882
B80825;10/02/2017;RC Material;882
B80846;28/07/2017;RC Material;882
B80867;01/07/2017;RC Material;882
B80878;03/05/2017;RC Material;882
B80879;22/05/2017;RC Material;882
B80879;06/11/2017;RC Material;882
B80893;31/05/2017;RC Material;882
B80893;01/10/2017;RC Material;882
B80902;30/06/2017;RC Material;882
B80923;04/03/2017;RC Material;882
B80942;07/10/2017;RC Material;882
B80943;14/04/2017;RC Material;882
B80945;26/08/2017;RC Material;882
B80948;08/11/2017;RC Material;882
B80960;30/06/2017;RC Material;882
B80966;15/10/2017;RC Material;882
B80975;23/07/2017;RC Material;882
B80990;29/09/2017;RC Material;882
B81003;04/01/2017;RC Material;882
B81017;03/05/2017;RC Material;882
B81023;25/02/2017;RC Material;882
B81027;31/01/2017;RC Material;882
B81053;24/08/2017;RC Material;882
B81054;08/08/2017;RC Material;882
B81055;13/04/2017;RC Material;882
B81066;23/01/2017;RC Material;882
B81097;14/02/2017;RC Material;882
B81097;20/07/2017;RC Material;882
B81118;05/09/2017;RC Material;882
B81119;29/07/2017;RC Material;882
B81121;20/10/2017;RC Material;882
B81122;21/03/2017;RC Material;882
B81123;06/06/2017;RC Material;882
B81127;05/08/2017;RC Material;882
B81142;25/03/2017;RC Material;882
B81144;07/07/2017;RC Material;882
B81152;05/01/2017;RC Material;882
B81152;21/03/2017;RC Material;882
B81154;04/05/2017;RC Material;882
B81159;21/07/2017;RC Material;882
B81159;31/07/2017;RC Material;882
B81177;05/09/2017;RC Material;882
B81194;06/09/2017;RC Material;882
B81195;31/01/2017;RC Material;882
B81202;24/03/2017;RC Material;882
B81215;19/04/2017;RC Material;882
B81221;05/07/2017;RC Material;882
B81238;03/05/2017;RC Material;882
B81239;31/01/2017;RC Material;882
B81251;15/05/2017;RC Material;882
B81270;15/04/2017;RC Material;882
B81272;22/10/2017;RC Material;882
B81282;16/04/2017;RC Material;882
B81309;10/05/2017;RC Material;882
B81312;20/02/2017;RC Material;882
B81326;18/09/2017;RC Material;882
B81326;04/11/2017;RC Material;882
B81333;07/02/2017;RC Material;882
B81334;13/01/2017;RC Material;882
B81357;10/05/2017;RC Material;882
B81358;21/01/2017;RC Material;882
B81359;27/01/2017;RC Material;882
B81362;08/07/2017;RC Material;882
B81369;17/06/2017;RC Material;882
B81371;15/09/2017;RC Material;882
B81377;26/02/2017;RC Material;882
B81377;12/12/2017;RC Material;882
B81379;25/07/2017;RC Material;882
B81394;26/01/2017;RC Material;882
B81395;29/10/2017;RC Material;882
B81397;20/02/2017;RC Material;882
B81403;30/04/2017;RC Material;882
B81413;22/06/2017;RC Material;882
B81420;10/02/2017;RC Material;882
B81429;11/01/2017;RC Material;882
B81457;15/04/2017;RC Material;882
B81469;16/09/2017;RC Material;882
B81475;05/05/2017;RC Material;882
B81487;01/04/2017;RC Material;882
B81492;15/12/2017;RC Material;882
B81499;16/06/2017;RC Material;882
B81519;31/01/2017;RC Material;882
B81540;28/07/2017;RC Material;882
B81541;14/04/2017;RC Material;882
B81547;13/02/2017;RC Material;882
B81547;29/05/2017;RC Material;882
B81547;18/06/2017;RC Material;882
B81547;03/10/2017;RC Material;882
B81548;10/04/2017;RC Material;882
B81550;06/08/2017;RC Material;882
B81553;12/02/2017;RC Material;882
B81553;21/10/2017;RC Material;882
B81556;11/11/2017;RC Material;882
B81562;22/08/2017;RC Material;882
B81575;04/01/2017;RC Material;882
B81596;16/04/2017;RC Material;882
B81617;06/02/2017;RC Material;882
B81630;03/09/2017;RC Material;882
B81631;13/07/2017;RC Material;882
B81636;07/08/2017;RC Material;882
B81641;21/10/2017;RC Material;882
B81656;06/02/2017;RC Material;882
B81662;03/11/2017;RC Material;882
B81663;19/09/2017;RC Material;882
B81663;02/12/2017;RC Material;882
B81668;02/08/2017;RC Material;882
B81675;12/04/2017;RC Material;882
B81677;29/03/2017;RC Material;882
B81690;05/06/2017;RC Material;882
B81692;18/09/2017;RC Material;882
B81731;16/06/2017;RC Material;882
B81743;17/01/2017;RC Material;882
B81745;12/09/2017;RC Material;882
B81747;28/04/2017;RC Material;882
B81755;31/05/2017;RC Material;882
B81760;01/04/2017;RC Material;882
B81765;28/07/2017;RC Material;882
B81769;04/11/2017;RC Material;882
B81780;02/04/2017;RC Material;882
B81780;18/07/2017;RC Material;882
B81788;07/08/2017;RC Material;882
B81803;20/06/2017;RC Material;882
B81804;22/01/2017;RC Material;882
B81807;07/01/2017;RC Material;882
B81813;20/01/2017;RC Material;882
B81820;29/09/2017;RC Material;882
B81825;14/03/2017;RC Material;882
B81829;05/08/2017;RC Material;882
B81844;27/11/2017;RC Material;882
B81857;30/06/2017;RC Material;882
B81864;10/10/2017;RC Material;882
B81867;05/08/2017;RC Material;882
B81867;30/10/2017;RC Material;882
B81872;22/09/2017;RC Material;882
B81875;31/05/2017;RC Material;882
B81878;25/04/2017;RC Material;882
B81878;25/05/2017;RC Material;882
B81879;14/02/2017;RC Material;882
B81879;11/10/2017;RC Material;882
B81898;25/06/2017;RC Material;882
B81904;03/03/2017;RC Material;882
B81907;16/09/2017;RC Material;882
B81912;26/03/2017;RC Material;882
B81931;08/08/2017;RC Material;882
B81936;08/05/2017;RC Material;882
B81945;05/10/2017;RC Material;882
B81947;28/04/2017;RC Material;882
B81953;26/09/2017;RC Material;882
B81955;10/02/2017;RC Material;882
B81975;30/04/2017;RC Material;882
B81976;14/01/2017;RC Material;882
B81976;22/03/2017;RC Material;882
B81988;28/08/2017;RC Material;882
B81991;09/04/2017;RC Material;882
B81992;07/05/2017;RC Material;882
B82005;13/02/2017;RC Material;882
B82011;21/06/2017;RC Material;882
B82018;03/09/2017;RC Material;882
B82025;21/04/2017;RC Material;882
B82067;28/08/2017;RC Material;882
B82121;23/04/2017;RC Material;882
B82121;20/10/2017;RC Material;882
B82140;08/05/2017;RC Material;882
B82143;25/10/2017;RC Material;882
B82147;20/06/2017;RC Material;882
B82151;17/07/2017;RC Material;882
B82178;11/02/2017;RC Material;882
B82181;14/01/2017;RC Material;882
B82182;23/04/2017;RC Material;882
B82182;27/07/2017;RC Material;882
B82199;30/01/2017;RC Material;882
B82201;04/11/2017;RC Material;882
B82232;17/09/2017;RC Material;882
B82241;21/04/2017;RC Material;882
B82257;14/10/2017;RC Material;882
B82269;17/10/2017;RC Material;882
B82271;04/11/2017;RC Material;882
B82280;16/05/2017;RC Material;882
B82288;25/01/2017;RC Material;882
B82298;20/04/2017;RC Material;882
B82299;13/06/2017;RC Material;882
B82305;28/06/2017;RC Material;882
B82308;24/03/2017;RC Material;882
B82313;24/09/2017;RC Material;882
B82324;11/04/2017;RC Material;882
B82324;30/05/2017;RC Material;882
B82351;31/01/2017;RC Material;882
B82354;19/04/2017;RC Material;882
B82356;27/09/2017;RC Material;882
B82365;15/09/2017;RC Material;882
B82375;22/07/2017;RC Material;882
B82381;07/04/2017;RC Material;882
B82391;15/07/2017;RC Material;882
B82399;02/03/2017;RC Material;882
B82406;25/04/2017;RC Material;882
B82409;09/04/2017;RC Material;882
B82448;18/05/2017;RC Material;882
B82452;31/05/2017;RC Material;882
B82452;04/09/2017;RC Material;882
B82462;01/08/2017;RC Material;882
B82486;18/06/2017;RC Material;882
B82490;28/04/2017;RC Material;882
B82491;07/03/2017;RC Material;882
B82505;24/04/2017;RC Material;882
B82506;28/10/2017;RC Material;882
B82519;15/03/2017;RC Material;882
B82551;20/06/2017;RC Material;882
B82557;05/12/2017;RC Material;882
B82580;28/01/2017;RC Material;882
B82580;19/09/2017;RC Material;882
B82584;10/09/2017;RC Material;882
B82584;29/10/2017;RC Material;882
B82600;26/03/2017;RC Material;882
B82611;24/07/2017;RC Material;882
B82626;12/09/2017;RC Material;882
B82629;30/03/2017;RC Material;882
B82639;10/07/2017;RC Material;882
B82640;06/02/2017;RC Material;882
B82642;07/01/2017;RC Material;882
B82653;24/08/2017;RC Material;882
B82655;11/04/2017;RC Material;882
B82656;19/02/2017;RC Material;882
B82670;14/03/2017;RC Material;882
B82694;18/05/2017;RC Material;882
B82710;27/10/2017;RC Material;882
B82713;16/04/2017;RC Material;882
B82723;28/02/2017;RC Material;882
B82748;06/09/2017;RC Material;882
B82751;20/09/2017;RC Material;882
B82755;28/02/2017;RC Material;882
B82766;01/10/2017;RC Material;882
B82768;21/03/2017;RC Material;882
B82769;12/10/2017;RC Material;882
B82770;21/07/2017;RC Material;882
B82772;18/04/2017;RC Material;882
B82773;03/08/2017;RC Material;882
B82779;17/04/2017;RC Material;882
B82779;24/04/2017;RC Material;882
B82785;18/07/2017;RC Material;882
B82788;09/12/2017;RC Material;882
B82800;27/01/2017;RC Material;882
B82810;01/01/2017;RC Material;882
B82822;18/10/2017;RC Material;882
B82833;20/06/2017;RC Material;882
B82834;12/02/2017;RC Material;882
B82837;20/02/2017;RC Material;882
B82862;05/07/2017;RC Material;882
B82872;19/05/2017;RC Material;882
B82872;17/06/2017;RC Material;882
B82883;18/05/2017;RC Material;882
B82883;27/09/2017;RC Material;882
B82888;10/07/2017;RC Material;882
B82893;20/06/2017;RC Material;882
B82897;07/09/2017;RC Material;882
B82906;23/09/2017;RC Material;882
B82909;10/01/2017;RC Material;882
B82918;20/06/2017;RC Material;882
B82923;31/05/2017;RC Material;882
B82929;05/06/2017;RC Material;882
B82940;20/07/2017;RC Material;882
B82943;02/04/2017;RC Material;882
B82959;13/06/2017;RC Material;882
B82962;29/01/2017;RC Material;882
B82968;24/02/2017;RC Material;882
B82977;15/04/2017;RC Material;882
B82983;01/10/2017;RC Material;882
B82986;14/08/2017;RC Material;882
B82996;07/01/2017;RC Material;882
B82998;12/05/2017;RC Material;882
B83010;21/07/2017;RC Material;882
B83022;14/01/2017;RC Material;882
B83041;17/10/2017;RC Material;882
B83042;17/05/2017;RC Material;882
B83046;21/06/2017;RC Material;882
B83049;12/08/2017;RC Material;882
B83057;13/04/2017;RC Material;882
B83067;19/03/2017;RC Material;882
B83075;13/05/2017;RC Material;882
B83079;24/01/2017;RC Material;882
B83080;18/09/2017;RC Material;882
B83100;22/10/2017;RC Material;882
B83138;02/03/2017;RC Material;882
B83138;18/11/2017;RC Material;882
B83146;16/05/2017;RC Material;882
B83149;09/09/2017;RC Material;882
B83150;14/02/2017;RC Material;882
B83150;06/02/2017;RC Material;882
B83151;03/03/2017;RC Material;882
B83153;15/06/2017;RC Material;882
B83157;11/07/2017;RC Material;882
B83158;22/06/2017;RC Material;882
B83170;24/03/2017;RC Material;882
B83178;07/05/2017;RC Material;882
B83180;08/04/2017;RC Material;882
B83183;11/07/2017;RC Material;882
B83189;19/05/2017;RC Material;882
B83192;07/07/2017;RC Material;882
B83192;28/10/2017;RC Material;882
B83204;02/01/2017;RC Material;882
B83208;17/10/2017;RC Material;882
B83218;30/10/2017;RC Material;882
B83221;23/10/2017;RC Material;882
B83225;12/03/2017;RC Material;882
B83227;18/05/2017;RC Material;882
B83235;06/07/2017;RC Material;882
B83235;22/10/2017;RC Material;882
B83237;20/03/2017;RC Material;882
B83239;08/09/2017;RC Material;882
B83260;09/05/2017;RC Material;882
B83273;16/11/2017;RC Material;882
B83275;17/05/2017;RC Material;882
B83329;05/06/2017;RC Material;882
B83331;04/11/2017;RC Material;882
B83342;16/01/2017;RC Material;882
B83342;26/10/2017;RC Material;882
B83345;09/03/2017;RC Material;882
B83351;04/03/2017;RC Material;882
B83373;10/08/2017;RC Material;882
B83377;03/04/2017;RC Material;882
B83393;17/06/2017;RC Material;882
B83400;23/06/2017;RC Material;882
B83403;31/01/2017;RC Material;882
B83409;28/02/2017;RC Material;882
B83415;25/09/2017;RC Material;882
B83422;07/06/2017;RC Material;882
B83427;25/03/2017;RC Material;882
B83434;09/02/2017;RC Material;882
B83443;06/07/2017;RC Material;882
B83449;27/08/2017;RC Material;882
B83449;02/09/2017;RC Material;882
B83472;29/07/2017;RC Material;882
B83478;26/08/2017;RC Material;882
B83479;21/09/2017;RC Material;882
B83516;27/05/2017;RC Material;882
B83531;09/06/2017;RC Material;882
B83548;23/01/2017;RC Material;882
B83552;17/01/2017;RC Material;882
B83565;04/02/2017;RC Material;882
B83567;29/09/2017;RC Material;882
B83579;12/03/2017;RC Material;882
B83586;21/04/2017;RC Material;882
B83589;27/02/2017;RC Material;882
B83589;18/08/2017;RC Material;882
B83605;07/01/2017;RC Material;882
B83617;25/02/2017;RC Material;882
B83626;02/07/2017;RC Material;882
B83630;18/01/2017;RC Material;882
B83632;31/01/2017;RC Material;882
B83634;09/03/2017;RC Material;882
B83634;01/04/2017;RC Material;882
B83647;07/01/2017;RC Material;882
B83651;14/02/2017;RC Material;882
B83653;03/10/2017;RC Material;882
B83655;11/06/2017;RC Material;882
B83659;15/05/2017;RC Material;882
B83660;15/02/2017;RC Material;882
B83660;10/05/2017;RC Material;882
B83724;18/10/2017;RC Material;882
B83728;02/01/2017;RC Material;882
B83731;05/07/2017;RC Material;882
B83751;11/10/2017;RC Material;882
B83753;17/07/2017;RC Material;882
B83763;29/07/2017;RC Material;882
B83765;09/07/2017;RC Material;882
B83770;05/01/2017;RC Material;882
B83770;25/09/2017;RC Material;882
B83793;07/01/2017;RC Material;882
B83805;12/02/2017;RC Material;882
B83805;27/03/2017;RC Material;882
B83805;07/10/2017;RC Material;882
B83811;03/07/2017;RC Material;882
B83822;11/05/2017;RC Material;882
B83836;16/06/2017;RC Material;882
B83841;04/11/2017;RC Material;882
B83844;11/11/2017;RC Material;882
B83851;10/10/2017;RC Material;882
B83860;01/03/2017;RC Material;882
B83860;14/04/2017;RC Material;882
B83860;30/07/2017;RC Material;882
B83866;03/08/2017;RC Material;882
B83871;05/08/2017;RC Material;882
B83885;19/06/2017;RC Material;882
B83888;22/07/2017;RC Material;882
B83893;01/09/2017;RC Material;882
B83897;22/10/2017;RC Material;882
B83907;28/02/2017;RC Material;882
B83907;05/10/2017;RC Material;882
B83907;29/05/2017;RC Material;882
B83919;17/01/2017;RC Material;882
B83919;30/07/2017;RC Material;882
B83936;26/06/2017;RC Material;882
B83940;07/07/2017;RC Material;882
B83942;16/09/2017;RC Material;882
B83970;13/02/2017;RC Material;882
B83971;18/02/2017;RC Material;882
B83982;21/06/2017;RC Material;882
B83983;07/04/2017;RC Material;882
B83999;23/01/2017;RC Material;882
B84009;26/05/2017;RC Material;882
B84010;28/10/2017;RC Material;882
B84016;15/07/2017;RC Material;882
B84029;30/07/2017;RC Material;882
B84042;03/11/2017;RC Material;882
B84046;21/01/2017;RC Material;882
B84057;28/07/2017;RC Material;882
B84068;12/08/2017;RC Material;882
B84085;08/10/2017;RC Material;882
B84087;05/01/2017;RC Material;882
B84121;20/05/2017;RC Material;882
B84128;22/07/2017;RC Material;882
B84137;11/05/2017;RC Material;882
B84143;19/03/2017;RC Material;882
B84148;25/08/2017;RC Material;882
B84158;14/05/2017;RC Material;882
B84159;25/05/2017;RC Material;882
B84159;02/07/2017;RC Material;882
B84172;23/07/2017;RC Material;882
B84173;09/02/2017;RC Material;882
B84177;30/04/2017;RC Material;882
B84190;01/01/2017;RC Material;882
B84208;10/05/2017;RC Material;882
B84208;14/09/2017;RC Material;882
B84208;14/09/2017;RC Material;882
B84208;28/10/2017;RC Material;882
B84218;28/04/2017;RC Material;882
B84231;12/02/2017;RC Material;882
B84236;27/09/2017;RC Material;882
B84239;11/02/2017;RC Material;882
B84256;13/03/2017;RC Material;882
B84261;04/06/2017;RC Material;882
B84266;03/06/2017;RC Material;882
B84277;05/10/2017;RC Material;882
