ID_POL;Antigüedad;Forma_Pago;Comb;Sexo;Bonus_RC;start_date;end_date;Expuestos;Edad_FMT;Valor_FMT;Potencia_FMT;Peso_FMT;Carnet_FMT
B82339;8;A;D;2;30;42736;43045;309;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B82340;1;A;D;1;50;42736;43045;309;05.50-65;03.16-20k;03.90-110;04. 1400;04.8-
B82341;4;A;D;1;0;42736;43045;309;03.28-35;02.10-16k;03.90-110;05. 1600;04.8-
B82342;10;A;D;1;50;42736;43069;333;06.>=65;01.<10k;01.<70;02. 1000;04.8-
B82343;10;A;G;2;50;42736;43100;364;04.35-50;01.<10k;01.<70;02. 1000;04.8-
B82344;5;A;D;1;50;42736;43045;309;05.50-65;04.20-24k;03.90-110;04. 1400;04.8-
B82345;3;A;G;2;20;42736;43045;309;04.35-50;02.10-16k;03.90-110;03. 1200;03.5-7
B82346;1;A;E;1;40;42736;42778;42;03.28-35;05.24-30k;03.90-110;05. 1600;04.8-
B82347;7;A;G;2;50;42736;43045;309;04.35-50;01.<10k;02.70-90;02. 1000;04.8-
B82348;10;A;D;1;50;42736;43046;310;03.28-35;02.10-16k;01.<70;03. 1200;04.8-
B82349;7;A;D;1;50;42736;43068;332;06.>=65;05.24-30k;06.150-200;05. 1600;04.8-
B82350;1;A;G;1;50;42736;43063;327;06.>=65;02.10-16k;04.110-130;03. 1200;04.8-
B82351;10;A;D;1;50;42736;43045;309;03.28-35;02.10-16k;04.110-130;04. 1400;04.8-
B82352;8;A;G;2;0;42736;43045;309;03.28-35;02.10-16k;04.110-130;04. 1400;04.8-
B82353;2;S;D;1;50;42736;43049;313;05.50-65;04.20-24k;05.130-150;05. 1600;04.8-
B82354;7;A;D;1;50;42736;43046;310;04.35-50;03.16-20k;05.130-150;04. 1400;04.8-
B82355;7;A;D;1;20;42736;43049;313;02.25-28;02.10-16k;03.90-110;03. 1200;03.5-7
B82356;7;A;G;2;50;42736;43045;309;04.35-50;03.16-20k;04.110-130;04. 1400;04.8-
B82357;10;A;D;1;50;42736;42924;188;03.28-35;01.<10k;01.<70;02. 1000;04.8-
B82358;4;A;D;2;50;42736;43030;294;05.50-65;03.16-20k;03.90-110;05. 1600;04.8-
B82358;4;A;D;2;50;43031;43045;14;05.50-65;03.16-20k;03.90-110;05. 1600;04.8-
B82359;9;A;G;2;50;42736;43069;333;03.28-35;01.<10k;02.70-90;03. 1200;04.8-
B82360;10;A;G;2;0;42736;43036;300;04.35-50;03.16-20k;06.150-200;05. 1600;04.8-
B82361;4;A;D;1;30;42736;43053;317;04.35-50;04.20-24k;05.130-150;05. 1600;04.8-
B82362;6;A;D;2;50;42771;43100;329;03.28-35;02.10-16k;03.90-110;04. 1400;04.8-
B82363;6;A;D;2;50;42736;43046;310;04.35-50;03.16-20k;03.90-110;04. 1400;04.8-
B82364;10;A;D;1;50;42736;43045;309;06.>=65;02.10-16k;02.70-90;03. 1200;04.8-
B82365;10;A;G;1;50;42736;43063;327;06.>=65;02.10-16k;04.110-130;04. 1400;04.8-
B82366;10;A;D;1;0;42883;43045;162;01.18-25;02.10-16k;02.70-90;04. 1400;03.5-7
B82366;10;A;D;1;0;42736;42882;146;01.18-25;02.10-16k;02.70-90;04. 1400;03.5-7
B82367;10;A;D;1;50;42736;43073;337;04.35-50;04.20-24k;04.110-130;07. >1800;04.8-
B82368;10;A;D;2;50;42736;43046;310;03.28-35;03.16-20k;05.130-150;05. 1600;04.8-
B82369;7;S;D;1;20;42884;43045;161;05.50-65;06.30-35k;06.150-200;05. 1600;04.8-
B82369;10;S;D;1;20;42736;42883;147;05.50-65;05.24-30k;05.130-150;05. 1600;04.8-
B82370;2;A;G;2;50;42736;43047;311;03.28-35;01.<10k;02.70-90;02. 1000;04.8-
B82371;5;A;D;1;50;42736;43045;309;04.35-50;02.10-16k;02.70-90;04. 1400;04.8-
B82372;1;A;G;2;50;42736;43045;309;04.35-50;02.10-16k;04.110-130;04. 1400;04.8-
B82373;10;T;G;1;20;42736;42761;25;01.18-25;02.10-16k;03.90-110;03. 1200;01.0-1
B82373;10;T;G;1;20;42762;43045;283;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B82374;10;A;D;1;50;42736;43073;337;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B82375;1;A;D;2;50;42736;43045;309;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B82376;6;A;D;1;50;42736;43045;309;02.25-28;02.10-16k;02.70-90;03. 1200;03.5-7
B82377;6;A;G;2;50;42736;43045;309;02.25-28;02.10-16k;02.70-90;03. 1200;03.5-7
B82378;10;A;D;1;50;42736;43046;310;05.50-65;02.10-16k;03.90-110;04. 1400;04.8-
B82379;4;A;D;2;50;42736;43057;321;03.28-35;03.16-20k;04.110-130;04. 1400;04.8-
B82380;3;A;D;2;50;42736;43062;326;03.28-35;02.10-16k;04.110-130;04. 1400;04.8-
B82381;8;A;D;2;50;42736;43045;309;03.28-35;03.16-20k;03.90-110;04. 1400;04.8-
B82382;10;A;D;2;40;42736;43067;331;04.35-50;03.16-20k;03.90-110;04. 1400;04.8-
B82383;5;A;G;2;50;42736;43048;312;04.35-50;02.10-16k;02.70-90;02. 1000;03.5-7
B82384;8;A;D;1;50;42736;43070;334;04.35-50;05.24-30k;05.130-150;05. 1600;04.8-
B82386;3;A;D;1;50;42736;43056;320;05.50-65;03.16-20k;04.110-130;04. 1400;04.8-
B82389;6;A;G;1;50;42853;43045;192;05.50-65;01.<10k;01.<70;02. 1000;04.8-
B82389;6;A;G;1;50;42736;42852;116;05.50-65;01.<10k;01.<70;02. 1000;04.8-
B82390;1;A;D;1;50;42736;43069;333;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B82391;1;A;D;2;50;42736;43045;309;04.35-50;04.20-24k;04.110-130;04. 1400;04.8-
B82392;9;A;D;1;50;42736;43045;309;03.28-35;02.10-16k;02.70-90;05. 1600;03.5-7
B82393;10;A;D;1;50;42736;43045;309;04.35-50;04.20-24k;05.130-150;06. 1800;04.8-
B82394;10;A;D;1;50;42736;43045;309;05.50-65;01.<10k;01.<70;01.<800;04.8-
B82395;10;A;D;1;20;42927;43045;118;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B82395;10;A;D;1;20;42736;42926;190;04.35-50;01.<10k;01.<70;02. 1000;04.8-
B82396;9;A;G;2;50;42736;43055;319;04.35-50;01.<10k;01.<70;03. 1200;04.8-
B82397;6;A;D;2;50;42736;43045;309;02.25-28;02.10-16k;03.90-110;03. 1200;04.8-
B82398;10;S;G;1;40;42736;42971;235;03.28-35;02.10-16k;03.90-110;03. 1200;04.8-
B82399;5;A;D;1;50;42736;43053;317;05.50-65;02.10-16k;02.70-90;04. 1400;04.8-
B82402;7;A;D;1;50;42769;43100;331;06.>=65;02.10-16k;03.90-110;04. 1400;04.8-
B82403;9;A;D;1;50;42736;43045;309;03.28-35;04.20-24k;03.90-110;04. 1400;04.8-
B82404;9;A;D;1;50;42736;43097;361;04.35-50;04.20-24k;05.130-150;07. >1800;04.8-
B82405;4;A;G;1;50;42736;43045;309;04.35-50;05.24-30k;06.150-200;04. 1400;04.8-
B82406;7;A;D;2;10;42862;43045;183;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B82406;7;A;D;2;10;42736;42861;125;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B82407;5;A;D;1;50;42736;43046;310;04.35-50;04.20-24k;04.110-130;05. 1600;04.8-
B82408;10;A;G;1;40;42736;43045;309;04.35-50;01.<10k;06.150-200;05. 1600;04.8-
B82409;10;A;D;2;50;42736;43045;309;04.35-50;03.16-20k;04.110-130;05. 1600;04.8-
B82410;10;A;D;1;50;42736;43045;309;04.35-50;03.16-20k;04.110-130;05. 1600;04.8-
B82411;10;A;G;1;50;42736;43037;301;02.25-28;01.<10k;02.70-90;03. 1200;03.5-7
B82411;10;A;G;1;50;43038;43100;62;02.25-28;01.<10k;02.70-90;03. 1200;03.5-7
B82412;1;A;D;2;50;42736;43045;309;05.50-65;02.10-16k;06.150-200;05. 1600;04.8-
B82413;9;A;D;1;50;42736;43056;320;05.50-65;02.10-16k;03.90-110;04. 1400;04.8-
B82414;6;A;D;2;50;42736;43047;311;04.35-50;02.10-16k;01.<70;03. 1200;04.8-
B82415;10;S;D;1;20;42736;43080;344;02.25-28;01.<10k;01.<70;03. 1200;02.2-4
B82416;10;S;G;1;40;42736;43046;310;01.18-25;01.<10k;02.70-90;02. 1000;02.2-4
B82417;10;A;G;2;50;42736;43045;309;05.50-65;01.<10k;02.70-90;02. 1000;04.8-
B82418;9;A;G;2;50;42736;43070;334;03.28-35;01.<10k;02.70-90;02. 1000;04.8-
B82420;6;S;G;2;20;42736;43049;313;03.28-35;02.10-16k;03.90-110;03. 1200;04.8-
B82421;4;A;D;1;50;42765;43100;335;04.35-50;04.20-24k;05.130-150;05. 1600;04.8-
B82422;7;A;G;1;50;42736;43048;312;05.50-65;02.10-16k;04.110-130;03. 1200;04.8-
B82423;8;A;D;1;50;42736;43045;309;04.35-50;04.20-24k;05.130-150;05. 1600;04.8-
B82424;10;A;D;1;50;42736;43045;309;05.50-65;02.10-16k;03.90-110;05. 1600;04.8-
B82425;8;A;D;1;50;42736;43065;329;02.25-28;03.16-20k;05.130-150;04. 1400;04.8-
B82426;9;A;D;2;50;42736;43045;309;03.28-35;01.<10k;01.<70;02. 1000;04.8-
B82428;7;A;D;1;30;42736;43100;364;03.28-35;03.16-20k;03.90-110;04. 1400;04.8-
B82429;1;A;D;1;50;42736;43045;309;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B82430;3;A;G;1;50;42736;43045;309;04.35-50;01.<10k;02.70-90;03. 1200;04.8-
B82431;10;A;G;1;50;42736;43058;322;05.50-65;02.10-16k;04.110-130;04. 1400;04.8-
B82432;10;A;D;1;20;42736;43046;310;05.50-65;01.<10k;01.<70;02. 1000;04.8-
B82433;3;S;D;1;50;42736;43045;309;04.35-50;05.24-30k;06.150-200;05. 1600;04.8-
B82434;0;A;D;1;50;42961;43067;106;04.35-50;04.20-24k;04.110-130;05. 1600;04.8-
B82434;0;A;D;1;50;42948;42960;12;04.35-50;04.20-24k;04.110-130;05. 1600;04.8-
B82434;10;A;G;1;50;42736;42947;211;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B82435;10;A;G;1;50;42736;43046;310;04.35-50;03.16-20k;05.130-150;04. 1400;04.8-
B82436;10;A;D;1;50;42736;43075;339;05.50-65;03.16-20k;04.110-130;05. 1600;04.8-
B82437;9;A;G;2;50;42736;43045;309;03.28-35;02.10-16k;03.90-110;03. 1200;04.8-
B82438;1;S;D;2;50;42736;43047;311;02.25-28;02.10-16k;03.90-110;04. 1400;03.5-7
B82439;10;S;G;1;30;42736;43046;310;03.28-35;02.10-16k;03.90-110;03. 1200;04.8-
B82440;10;S;D;1;50;42736;43046;310;02.25-28;01.<10k;01.<70;03. 1200;03.5-7
B82441;6;A;D;2;50;42736;43045;309;06.>=65;03.16-20k;03.90-110;04. 1400;04.8-
B82442;1;A;D;1;50;42736;43046;310;05.50-65;03.16-20k;03.90-110;04. 1400;04.8-
B82443;8;A;G;1;50;42736;43057;321;04.35-50;02.10-16k;04.110-130;03. 1200;04.8-
B82447;9;A;D;1;50;42736;43054;318;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B82448;6;A;D;1;50;42736;43045;309;05.50-65;02.10-16k;02.70-90;04. 1400;04.8-
B82449;1;A;D;1;50;42736;43045;309;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B82450;10;A;D;1;50;42736;43045;309;05.50-65;02.10-16k;03.90-110;04. 1400;04.8-
B82451;10;A;D;2;50;42736;43048;312;04.35-50;02.10-16k;02.70-90;03. 1200;02.2-4
B82452;10;S;D;1;10;42736;43046;310;04.35-50;03.16-20k;04.110-130;06. 1800;04.8-
B82454;6;A;D;1;0;42736;43045;309;05.50-65;02.10-16k;01.<70;04. 1400;04.8-
B82455;8;A;D;2;50;42736;43045;309;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B82456;10;S;D;1;50;42736;43046;310;03.28-35;04.20-24k;06.150-200;04. 1400;03.5-7
B82457;10;A;D;1;50;42736;43071;335;05.50-65;02.10-16k;03.90-110;04. 1400;04.8-
B82458;10;A;D;2;50;42736;42976;240;04.35-50;02.10-16k;02.70-90;03. 1200;04.8-
B82459;6;A;D;1;50;42736;43073;337;03.28-35;03.16-20k;03.90-110;04. 1400;04.8-
B82460;10;A;D;1;50;42736;43046;310;04.35-50;02.10-16k;04.110-130;04. 1400;04.8-
B82461;10;A;D;2;30;42736;43045;309;04.35-50;02.10-16k;02.70-90;03. 1200;04.8-
B82462;10;A;D;2;50;42736;43045;309;05.50-65;02.10-16k;03.90-110;04. 1400;04.8-
B82463;5;A;D;1;50;42736;43070;334;04.35-50;04.20-24k;03.90-110;04. 1400;04.8-
B82464;6;A;D;2;50;42767;43100;333;04.35-50;04.20-24k;05.130-150;05. 1600;04.8-
B82465;6;A;G;2;50;42736;43100;364;02.25-28;02.10-16k;03.90-110;03. 1200;02.2-4
B82466;10;S;G;1;50;42736;43038;302;04.35-50;02.10-16k;04.110-130;03. 1200;04.8-
B82466;10;S;G;1;50;43039;43046;7;04.35-50;02.10-16k;04.110-130;03. 1200;04.8-
B82467;10;A;G;1;30;42736;43045;309;04.35-50;02.10-16k;04.110-130;04. 1400;03.5-7
B82468;8;A;D;1;50;42736;43046;310;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B82469;5;A;G;1;50;42736;43046;310;04.35-50;02.10-16k;02.70-90;03. 1200;04.8-
B82470;1;A;G;1;50;42736;43059;323;06.>=65;02.10-16k;03.90-110;04. 1400;04.8-
B82471;7;A;D;1;50;42736;43048;312;04.35-50;04.20-24k;05.130-150;04. 1400;04.8-
B82472;5;A;D;1;50;42736;43064;328;05.50-65;03.16-20k;04.110-130;04. 1400;04.8-
B82473;2;A;G;1;40;42736;43058;322;03.28-35;02.10-16k;04.110-130;04. 1400;04.8-
B82474;10;A;G;1;50;42736;43045;309;04.35-50;03.16-20k;05.130-150;04. 1400;04.8-
B82475;1;S;D;1;50;42736;42811;75;04.35-50;04.20-24k;04.110-130;04. 1400;04.8-
B82475;5;S;D;1;50;42812;42905;93;04.35-50;03.16-20k;04.110-130;04. 1400;04.8-
B82475;6;S;D;1;50;42960;43015;55;04.35-50;05.24-30k;05.130-150;05. 1600;04.8-
B82475;2;S;G;1;50;42906;42959;53;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B82475;6;S;G;1;50;43016;43045;29;04.35-50;02.10-16k;02.70-90;03. 1200;04.8-
B82477;10;A;D;1;50;42736;43064;328;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B82478;10;A;G;1;50;42792;43054;262;03.28-35;02.10-16k;04.110-130;04. 1400;04.8-
B82478;10;A;G;1;50;42736;42791;55;05.50-65;01.<10k;02.70-90;02. 1000;04.8-
B82479;4;A;G;1;50;42736;43045;309;06.>=65;02.10-16k;03.90-110;03. 1200;04.8-
B82480;1;A;D;2;40;42736;43053;317;02.25-28;02.10-16k;01.<70;03. 1200;03.5-7
B82481;9;A;G;2;20;42736;43046;310;02.25-28;02.10-16k;05.130-150;03. 1200;04.8-
B82482;9;A;D;2;30;42736;43048;312;04.35-50;03.16-20k;05.130-150;05. 1600;04.8-
B82483;10;A;D;1;50;42736;43048;312;05.50-65;02.10-16k;02.70-90;04. 1400;04.8-
B82484;9;A;G;2;20;42736;43054;318;03.28-35;01.<10k;03.90-110;03. 1200;03.5-7
B82485;9;A;D;1;40;42736;43045;309;04.35-50;05.24-30k;06.150-200;07. >1800;04.8-
B82486;6;S;D;1;50;42736;43045;309;05.50-65;03.16-20k;03.90-110;05. 1600;04.8-
B82487;10;A;G;2;20;42736;43045;309;04.35-50;01.<10k;01.<70;02. 1000;04.8-
B82488;8;A;G;2;50;42736;43045;309;04.35-50;04.20-24k;06.150-200;05. 1600;04.8-
B82489;10;A;G;1;50;42736;43049;313;04.35-50;02.10-16k;04.110-130;03. 1200;04.8-
B82490;10;A;D;1;50;42736;43045;309;04.35-50;02.10-16k;02.70-90;03. 1200;04.8-
B82491;10;A;G;1;50;42736;43045;309;04.35-50;01.<10k;01.<70;02. 1000;04.8-
B82492;10;A;G;1;50;42736;43045;309;04.35-50;02.10-16k;04.110-130;03. 1200;04.8-
B82493;6;A;D;1;50;42736;43058;322;04.35-50;05.24-30k;06.150-200;05. 1600;04.8-
B82494;7;A;D;2;50;42736;43045;309;03.28-35;03.16-20k;04.110-130;05. 1600;04.8-
B82497;8;A;G;2;50;42736;43045;309;03.28-35;02.10-16k;03.90-110;04. 1400;03.5-7
B82498;7;A;D;2;20;42885;43045;160;02.25-28;03.16-20k;04.110-130;04. 1400;04.8-
B82498;7;A;D;2;20;42736;42884;148;02.25-28;03.16-20k;04.110-130;04. 1400;04.8-
B82499;7;A;D;2;50;42736;43046;310;01.18-25;03.16-20k;03.90-110;04. 1400;01.0-1
B82500;5;A;G;1;50;42736;43051;315;05.50-65;03.16-20k;05.130-150;05. 1600;04.8-
B82501;10;A;G;1;30;42736;43046;310;05.50-65;02.10-16k;04.110-130;04. 1400;04.8-
B82502;7;A;D;1;50;42736;43045;309;03.28-35;02.10-16k;02.70-90;03. 1200;01.0-1
B82503;10;A;G;2;50;42736;43096;360;04.35-50;02.10-16k;02.70-90;03. 1200;04.8-
B82504;9;A;G;1;50;42736;43070;334;05.50-65;02.10-16k;03.90-110;04. 1400;04.8-
B82505;5;S;D;1;50;42736;43045;309;04.35-50;04.20-24k;06.150-200;05. 1600;04.8-
B82506;7;A;D;1;50;42744;42995;251;04.35-50;03.16-20k;04.110-130;07. >1800;04.8-
B82506;7;A;D;1;50;42736;42743;7;04.35-50;03.16-20k;04.110-130;07. >1800;04.8-
B82506;6;A;G;1;50;42996;43046;50;04.35-50;03.16-20k;04.110-130;04. 1400;04.8-
B82507;10;A;G;1;20;42736;43066;330;04.35-50;02.10-16k;04.110-130;03. 1200;04.8-
B82508;10;A;G;1;50;42736;43045;309;03.28-35;02.10-16k;06.150-200;04. 1400;04.8-
B82509;10;A;D;1;50;42736;43046;310;04.35-50;02.10-16k;02.70-90;04. 1400;04.8-
B82510;9;A;D;1;50;42756;43046;290;03.28-35;03.16-20k;05.130-150;05. 1600;04.8-
B82510;9;A;D;1;50;42736;42755;19;03.28-35;03.16-20k;05.130-150;05. 1600;04.8-
B82511;2;A;D;1;50;42736;43045;309;04.35-50;03.16-20k;04.110-130;04. 1400;04.8-
B82512;10;A;D;1;30;42736;43069;333;05.50-65;07.35-40k;07.>200;05. 1600;04.8-
B82513;10;A;D;1;50;42736;43068;332;04.35-50;01.<10k;01.<70;02. 1000;04.8-
B82514;10;A;G;1;50;42736;43045;309;05.50-65;01.<10k;01.<70;02. 1000;04.8-
B82515;10;A;D;1;50;42736;43045;309;05.50-65;02.10-16k;02.70-90;03. 1200;03.5-7
B82516;1;A;G;1;50;42736;43046;310;04.35-50;01.<10k;02.70-90;02. 1000;04.8-
B82517;5;A;G;1;50;42736;43049;313;03.28-35;02.10-16k;03.90-110;03. 1200;04.8-
B82518;8;A;D;1;40;42736;43045;309;04.35-50;03.16-20k;03.90-110;04. 1400;04.8-
B82519;10;A;D;2;50;42736;43045;309;04.35-50;02.10-16k;02.70-90;03. 1200;02.2-4
B82520;10;A;D;2;50;42736;43045;309;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B82521;9;A;D;1;50;42736;43045;309;03.28-35;02.10-16k;03.90-110;04. 1400;04.8-
B82522;10;A;D;1;50;42736;43045;309;05.50-65;04.20-24k;05.130-150;05. 1600;04.8-
B82523;7;A;D;1;50;42736;43045;309;04.35-50;03.16-20k;04.110-130;05. 1600;04.8-
B82524;6;A;D;2;50;42736;43045;309;01.18-25;02.10-16k;02.70-90;03. 1200;02.2-4
B82525;1;A;D;1;50;42736;43045;309;05.50-65;03.16-20k;04.110-130;04. 1400;04.8-
B82526;1;A;D;1;50;42736;43046;310;05.50-65;05.24-30k;07.>200;07. >1800;04.8-
B82527;10;A;D;1;50;42736;43047;311;02.25-28;02.10-16k;04.110-130;04. 1400;04.8-
B82528;10;A;D;1;50;42736;43069;333;06.>=65;02.10-16k;03.90-110;03. 1200;04.8-
B82529;10;S;D;2;50;42736;43054;318;04.35-50;06.30-35k;06.150-200;06. 1800;04.8-
B82530;10;A;D;1;50;42736;43089;353;04.35-50;02.10-16k;04.110-130;04. 1400;04.8-
B82531;8;A;D;1;50;42736;43045;309;03.28-35;03.16-20k;04.110-130;04. 1400;04.8-
B82532;9;A;D;1;40;42736;43045;309;05.50-65;02.10-16k;02.70-90;03. 1200;04.8-
B82533;10;A;G;1;40;42736;43053;317;02.25-28;02.10-16k;04.110-130;03. 1200;04.8-
B82534;10;A;D;1;50;42736;43045;309;03.28-35;01.<10k;02.70-90;03. 1200;04.8-
B82535;8;A;D;2;50;42736;43029;293;04.35-50;05.24-30k;06.150-200;05. 1600;04.8-
B82535;8;A;D;2;50;43030;43045;15;04.35-50;05.24-30k;06.150-200;05. 1600;04.8-
B82536;10;A;G;2;40;42736;43046;310;02.25-28;01.<10k;02.70-90;03. 1200;03.5-7
B82537;6;A;D;1;50;42736;43045;309;04.35-50;04.20-24k;04.110-130;05. 1600;04.8-
B82538;10;A;D;1;50;42736;43045;309;03.28-35;03.16-20k;04.110-130;04. 1400;04.8-
B82539;10;S;D;1;50;42736;42905;169;03.28-35;02.10-16k;04.110-130;05. 1600;03.5-7
B82539;10;S;D;1;50;42906;43049;143;03.28-35;02.10-16k;04.110-130;05. 1600;03.5-7
B82541;10;S;G;1;0;42769;43045;276;04.35-50;01.<10k;03.90-110;02. 1000;03.5-7
B82541;10;S;G;1;0;42736;42768;32;04.35-50;01.<10k;03.90-110;02. 1000;03.5-7
B82542;10;A;D;1;50;42736;43045;309;04.35-50;02.10-16k;04.110-130;04. 1400;04.8-
B82544;10;T;D;1;30;42736;43045;309;03.28-35;02.10-16k;02.70-90;05. 1600;02.2-4
B82545;10;A;D;1;50;42883;43046;163;04.35-50;05.24-30k;06.150-200;05. 1600;04.8-
B82545;10;A;G;1;50;42736;42882;146;04.35-50;02.10-16k;02.70-90;03. 1200;04.8-
B82546;10;A;G;1;50;42736;43045;309;04.35-50;01.<10k;01.<70;02. 1000;04.8-
B82547;10;S;G;1;50;42736;43045;309;05.50-65;02.10-16k;03.90-110;03. 1200;04.8-
B82549;8;A;G;1;50;42736;43060;324;04.35-50;04.20-24k;06.150-200;04. 1400;04.8-
B82550;9;S;D;1;20;42736;43045;309;03.28-35;04.20-24k;04.110-130;05. 1600;04.8-
B82551;10;A;D;1;50;42736;43048;312;03.28-35;02.10-16k;04.110-130;04. 1400;04.8-
B82552;10;A;D;1;50;42736;43045;309;04.35-50;03.16-20k;03.90-110;04. 1400;04.8-
B82554;10;S;G;2;50;42736;43045;309;05.50-65;01.<10k;02.70-90;02. 1000;01.0-1
B82555;1;S;G;1;50;42736;43035;299;05.50-65;03.16-20k;04.110-130;04. 1400;04.8-
B82555;1;S;G;1;50;43036;43100;64;05.50-65;03.16-20k;04.110-130;04. 1400;04.8-
B82557;10;A;D;2;50;42736;43081;345;04.35-50;02.10-16k;02.70-90;03. 1200;04.8-
B82558;8;A;G;1;50;42736;43045;309;04.35-50;02.10-16k;02.70-90;03. 1200;04.8-
B82559;4;A;G;1;50;42736;43045;309;03.28-35;04.20-24k;06.150-200;05. 1600;04.8-
B82560;4;S;D;1;50;42834;43051;217;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B82560;10;S;D;1;50;42736;42833;97;04.35-50;03.16-20k;03.90-110;07. >1800;04.8-
B82561;10;A;D;1;50;42736;43045;309;05.50-65;03.16-20k;02.70-90;07. >1800;04.8-
B82567;1;A;G;2;50;42736;43046;310;06.>=65;02.10-16k;02.70-90;03. 1200;04.8-
B82568;1;A;G;2;50;42736;43063;327;03.28-35;02.10-16k;01.<70;02. 1000;04.8-
B82569;6;A;G;2;20;42749;43100;351;03.28-35;01.<10k;03.90-110;03. 1200;04.8-
B82570;10;A;D;1;40;42736;43045;309;04.35-50;02.10-16k;02.70-90;03. 1200;04.8-
B82571;5;A;D;1;50;42736;43045;309;05.50-65;04.20-24k;05.130-150;05. 1600;04.8-
B82573;9;A;D;2;50;42736;43045;309;03.28-35;07.35-40k;07.>200;06. 1800;04.8-
B82574;9;A;D;2;50;42736;43089;353;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B82575;7;A;D;1;50;42736;43069;333;04.35-50;02.10-16k;04.110-130;04. 1400;04.8-
B82576;9;S;D;1;50;42736;43070;334;05.50-65;03.16-20k;04.110-130;05. 1600;04.8-
B82577;10;A;G;1;50;42736;43046;310;04.35-50;03.16-20k;05.130-150;05. 1600;04.8-
B82578;9;A;D;1;50;42736;43045;309;05.50-65;04.20-24k;03.90-110;07. >1800;04.8-
B82579;10;A;G;1;20;42736;43045;309;05.50-65;02.10-16k;03.90-110;04. 1400;04.8-
B82580;10;A;D;1;50;42736;42884;148;05.50-65;03.16-20k;04.110-130;04. 1400;04.8-
B82580;0;A;G;1;50;42885;43082;197;05.50-65;01.<10k;01.<70;02. 1000;04.8-
B82581;6;S;D;1;50;42736;43045;309;03.28-35;02.10-16k;03.90-110;03. 1200;03.5-7
B82582;7;A;D;1;50;42736;42812;76;05.50-65;02.10-16k;03.90-110;04. 1400;04.8-
B82582;10;A;D;1;50;42813;43045;232;05.50-65;02.10-16k;03.90-110;04. 1400;04.8-
B82583;10;A;D;1;50;42736;43045;309;05.50-65;02.10-16k;03.90-110;06. 1800;04.8-
B82584;1;S;D;1;50;42736;43045;309;04.35-50;04.20-24k;05.130-150;06. 1800;04.8-
B82587;10;A;D;1;50;42754;43100;346;05.50-65;05.24-30k;06.150-200;05. 1600;04.8-
B82588;8;A;D;1;20;42736;43045;309;03.28-35;02.10-16k;04.110-130;04. 1400;04.8-
B82590;10;A;D;1;20;42736;43046;310;04.35-50;01.<10k;01.<70;02. 1000;03.5-7
B82592;10;A;D;1;50;42736;43048;312;04.35-50;04.20-24k;04.110-130;06. 1800;04.8-
B82594;6;A;D;1;50;42736;43049;313;03.28-35;03.16-20k;03.90-110;04. 1400;04.8-
B82596;10;A;G;1;50;42736;43046;310;03.28-35;08.40-60k;07.>200;05. 1600;04.8-
B82597;10;A;G;1;50;42736;43045;309;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B82598;5;A;G;1;30;42736;43045;309;04.35-50;04.20-24k;07.>200;07. >1800;04.8-
B82599;8;A;G;2;50;42736;43046;310;03.28-35;01.<10k;03.90-110;02. 1000;04.8-
B82600;10;A;D;1;50;42736;43031;295;04.35-50;02.10-16k;02.70-90;03. 1200;04.8-
B82600;10;A;D;1;50;43032;43046;14;04.35-50;02.10-16k;02.70-90;03. 1200;04.8-
B82601;1;A;D;1;50;42736;43046;310;04.35-50;04.20-24k;04.110-130;04. 1400;04.8-
B82602;6;A;D;2;50;42736;43071;335;03.28-35;05.24-30k;05.130-150;05. 1600;04.8-
B82603;8;A;D;1;50;42736;43031;295;04.35-50;03.16-20k;03.90-110;04. 1400;04.8-
B82603;10;A;D;1;50;43032;43038;6;04.35-50;01.<10k;02.70-90;03. 1200;04.8-
B82603;8;A;D;1;50;43039;43046;7;04.35-50;03.16-20k;03.90-110;04. 1400;04.8-
B82604;1;A;D;2;50;42736;43069;333;05.50-65;02.10-16k;02.70-90;03. 1200;04.8-
B82605;5;S;G;2;0;42736;43045;309;05.50-65;02.10-16k;02.70-90;02. 1000;03.5-7
B82606;10;A;D;1;50;42736;43046;310;04.35-50;05.24-30k;05.130-150;05. 1600;04.8-
