ID_POL;Antigüedad;Forma_Pago;Comb;Sexo;Bonus_RC;start_date;end_date;Expuestos;Edad_FMT;Valor_FMT;Potencia_FMT;Peso_FMT;Carnet_FMT
B94665;2;A;G;2;50;42932;43079;147;03.28-35;03.16-20k;05.130-150;04. 1400;04.8-
B94665;10;A;G;2;50;42857;42931;74;03.28-35;02.10-16k;04.110-130;03. 1200;04.8-
B94666;10;A;D;1;50;42752;43060;308;04.35-50;02.10-16k;02.70-90;03. 1200;04.8-
B94666;10;A;D;1;50;42736;42751;15;04.35-50;05.24-30k;06.150-200;05. 1600;04.8-
B94667;10;A;G;1;20;42736;42979;243;05.50-65;01.<10k;01.<70;02. 1000;04.8-
B94667;10;A;G;1;20;42980;43021;41;05.50-65;01.<10k;02.70-90;03. 1200;04.8-
B94667;10;A;G;1;20;43022;43063;41;05.50-65;01.<10k;02.70-90;03. 1200;04.8-
B94668;10;A;D;1;50;42736;43072;336;05.50-65;03.16-20k;03.90-110;04. 1400;04.8-
B94669;8;A;D;2;40;42736;43060;324;02.25-28;02.10-16k;05.130-150;04. 1400;03.5-7
B94670;10;A;D;1;50;42736;43069;333;05.50-65;04.20-24k;04.110-130;06. 1800;04.8-
B94671;1;S;D;2;20;42736;43066;330;02.25-28;02.10-16k;03.90-110;03. 1200;02.2-4
B94672;10;A;D;1;30;42736;43060;324;04.35-50;03.16-20k;03.90-110;07. >1800;04.8-
B94673;10;A;D;1;50;42738;43100;362;04.35-50;02.10-16k;03.90-110;05. 1600;04.8-
B94674;10;A;D;1;50;42736;43060;324;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B94675;10;A;D;1;50;42736;43060;324;03.28-35;05.24-30k;04.110-130;05. 1600;04.8-
B94676;1;S;G;2;50;42736;43060;324;03.28-35;02.10-16k;02.70-90;02. 1000;03.5-7
B94677;3;A;D;1;20;42736;43080;344;03.28-35;03.16-20k;04.110-130;05. 1600;04.8-
B94678;10;A;D;1;50;42736;42749;13;05.50-65;02.10-16k;04.110-130;05. 1600;01.0-1
B94678;10;A;D;1;50;42750;43060;310;05.50-65;02.10-16k;04.110-130;05. 1600;04.8-
B94679;10;A;D;1;50;42736;43064;328;04.35-50;02.10-16k;02.70-90;04. 1400;04.8-
B94680;10;S;D;2;50;42740;43100;360;04.35-50;03.16-20k;05.130-150;05. 1600;04.8-
B94681;10;A;G;1;50;42736;42793;57;05.50-65;02.10-16k;03.90-110;03. 1200;04.8-
B94681;10;A;G;1;50;42794;43060;266;05.50-65;01.<10k;01.<70;01.<800;04.8-
B94682;4;A;D;1;50;42736;42890;154;03.28-35;05.24-30k;06.150-200;05. 1600;04.8-
B94682;5;A;D;1;50;42891;43064;173;03.28-35;02.10-16k;04.110-130;04. 1400;04.8-
B94683;10;A;G;2;50;42736;43069;333;03.28-35;01.<10k;02.70-90;02. 1000;04.8-
B94684;9;A;G;2;50;42736;43083;347;04.35-50;01.<10k;01.<70;02. 1000;04.8-
B94685;7;A;G;2;30;42736;43065;329;02.25-28;02.10-16k;02.70-90;03. 1200;03.5-7
B94686;7;A;D;1;50;42736;43063;327;04.35-50;04.20-24k;05.130-150;05. 1600;04.8-
B94687;7;A;D;2;50;42736;43069;333;03.28-35;03.16-20k;04.110-130;04. 1400;04.8-
B94688;10;A;D;2;20;42736;43069;333;02.25-28;01.<10k;01.<70;02. 1000;02.2-4
B94689;8;A;D;2;50;42804;43060;256;04.35-50;02.10-16k;02.70-90;03. 1200;04.8-
B94689;8;A;D;2;50;42736;42803;67;04.35-50;02.10-16k;02.70-90;03. 1200;04.8-
B94690;6;A;G;1;50;42736;43073;337;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B94691;4;A;D;2;50;42736;43064;328;04.35-50;02.10-16k;04.110-130;04. 1400;04.8-
B94692;6;S;D;2;50;42781;43100;319;03.28-35;04.20-24k;05.130-150;04. 1400;03.5-7
B94693;10;A;D;1;50;42736;43037;301;03.28-35;03.16-20k;04.110-130;04. 1400;04.8-
B94693;10;A;D;1;50;43038;43064;26;03.28-35;03.16-20k;04.110-130;04. 1400;04.8-
B94694;10;A;D;1;50;42736;43060;324;05.50-65;01.<10k;01.<70;03. 1200;04.8-
B94695;8;S;D;2;50;42736;43060;324;04.35-50;05.24-30k;05.130-150;07. >1800;04.8-
B94697;8;A;D;2;50;42736;43060;324;05.50-65;02.10-16k;03.90-110;04. 1400;04.8-
B94698;9;A;D;1;50;42762;43100;338;04.35-50;03.16-20k;06.150-200;04. 1400;04.8-
B94699;10;A;D;1;50;42736;43060;324;04.35-50;04.20-24k;03.90-110;06. 1800;04.8-
B94700;4;A;D;2;50;42736;42873;137;04.35-50;03.16-20k;02.70-90;04. 1400;03.5-7
B94700;7;A;D;2;50;42874;43068;194;04.35-50;02.10-16k;04.110-130;05. 1600;03.5-7
B94702;9;A;D;1;50;42736;42829;93;03.28-35;02.10-16k;02.70-90;03. 1200;04.8-
B94703;5;A;G;2;50;42751;43100;349;04.35-50;02.10-16k;01.<70;02. 1000;04.8-
B94704;9;A;D;1;50;42736;43067;331;04.35-50;04.20-24k;05.130-150;05. 1600;04.8-
B94705;10;S;G;1;50;42736;43060;324;04.35-50;06.30-35k;06.150-200;05. 1600;04.8-
B94706;9;A;G;1;50;42736;43066;330;05.50-65;02.10-16k;04.110-130;03. 1200;04.8-
B94707;10;A;D;1;50;42767;43100;333;05.50-65;02.10-16k;02.70-90;03. 1200;04.8-
B94708;9;A;D;1;50;42736;43068;332;03.28-35;03.16-20k;04.110-130;04. 1400;03.5-7
B94709;7;S;G;1;50;42736;43060;324;03.28-35;02.10-16k;06.150-200;03. 1200;04.8-
B94712;5;S;G;1;50;42736;42777;41;02.25-28;03.16-20k;06.150-200;03. 1200;04.8-
B94712;10;S;G;1;50;42860;43042;182;02.25-28;07.35-40k;06.150-200;04. 1400;04.8-
B94712;10;S;G;1;50;42778;42839;61;02.25-28;07.35-40k;06.150-200;04. 1400;04.8-
B94712;10;S;G;1;50;42840;42859;19;02.25-28;08.40-60k;07.>200;05. 1600;04.8-
B94712;10;S;G;1;50;43043;43060;17;02.25-28;07.35-40k;06.150-200;04. 1400;04.8-
B94713;10;A;G;1;50;42812;43061;249;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B94713;10;A;G;1;50;42736;42810;74;04.35-50;01.<10k;02.70-90;02. 1000;04.8-
B94714;5;A;D;1;50;42736;43073;337;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B94715;2;A;D;1;50;42736;43066;330;03.28-35;04.20-24k;04.110-130;05. 1600;04.8-
B94716;10;A;G;2;50;42736;43060;324;06.>=65;02.10-16k;03.90-110;03. 1200;04.8-
B94717;10;S;D;1;30;42736;43069;333;05.50-65;03.16-20k;04.110-130;05. 1600;04.8-
B94718;9;A;G;1;50;42745;43069;324;03.28-35;02.10-16k;03.90-110;03. 1200;04.8-
B94718;9;A;G;1;50;42736;42744;8;03.28-35;02.10-16k;03.90-110;03. 1200;04.8-
B94719;6;A;D;1;40;42736;43060;324;05.50-65;03.16-20k;04.110-130;03. 1200;02.2-4
B94720;6;A;G;2;50;42736;43069;333;04.35-50;02.10-16k;04.110-130;04. 1400;03.5-7
B94721;10;A;G;1;50;42776;43100;324;04.35-50;01.<10k;01.<70;03. 1200;04.8-
B94722;10;A;G;1;50;42759;43100;341;04.35-50;01.<10k;01.<70;03. 1200;04.8-
B94723;10;A;D;1;50;42736;43065;329;05.50-65;02.10-16k;01.<70;03. 1200;04.8-
B94724;3;A;D;2;50;42736;43069;333;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B94725;10;A;D;1;50;42739;43100;361;03.28-35;02.10-16k;04.110-130;04. 1400;01.0-1
B94726;10;A;G;1;50;42736;43060;324;04.35-50;01.<10k;01.<70;01.<800;04.8-
B94727;8;A;D;2;50;42736;43060;324;03.28-35;03.16-20k;05.130-150;05. 1600;04.8-
B94728;10;A;G;2;50;42736;43087;351;04.35-50;02.10-16k;04.110-130;04. 1400;04.8-
B94729;8;A;D;2;50;42736;43060;324;04.35-50;06.30-35k;05.130-150;05. 1600;04.8-
B94730;2;S;D;1;50;42786;43100;314;05.50-65;06.30-35k;06.150-200;06. 1800;04.8-
B94731;10;S;D;1;50;42736;43060;324;03.28-35;08.40-60k;06.150-200;07. >1800;02.2-4
B94732;9;A;G;2;20;42748;43100;352;03.28-35;01.<10k;02.70-90;02. 1000;02.2-4
B94732;9;A;G;2;20;42769;43100;331;03.28-35;01.<10k;02.70-90;02. 1000;02.2-4
B94733;10;A;D;2;50;42786;43100;314;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B94735;10;A;G;1;50;42736;43069;333;05.50-65;03.16-20k;04.110-130;04. 1400;04.8-
B94736;4;A;D;1;50;42736;43060;324;04.35-50;05.24-30k;06.150-200;05. 1600;04.8-
B94737;5;A;D;1;50;42736;43049;313;04.35-50;04.20-24k;05.130-150;05. 1600;04.8-
B94737;5;A;D;1;50;43050;43100;50;04.35-50;04.20-24k;05.130-150;05. 1600;04.8-
B94738;1;A;D;1;50;42736;43057;321;04.35-50;02.10-16k;01.<70;03. 1200;03.5-7
B94738;1;A;D;1;50;43058;43100;42;04.35-50;02.10-16k;01.<70;03. 1200;03.5-7
B94741;3;A;D;1;50;42779;43100;321;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B94742;10;A;D;1;50;42736;43061;325;04.35-50;02.10-16k;03.90-110;05. 1600;04.8-
B94743;10;S;G;1;20;42736;43069;333;03.28-35;02.10-16k;02.70-90;03. 1200;03.5-7
B94744;9;A;D;1;50;42736;43060;324;03.28-35;03.16-20k;05.130-150;04. 1400;04.8-
B94745;7;A;D;2;50;42736;42990;254;03.28-35;02.10-16k;03.90-110;03. 1200;04.8-
B94746;6;A;G;1;50;42736;43085;349;03.28-35;02.10-16k;04.110-130;04. 1400;04.8-
B94747;6;A;D;2;50;42736;43061;325;03.28-35;04.20-24k;05.130-150;04. 1400;04.8-
B94748;5;A;D;2;20;42736;43069;333;05.50-65;04.20-24k;04.110-130;05. 1600;04.8-
B94749;10;A;G;1;50;42864;43060;196;04.35-50;02.10-16k;03.90-110;04. 1400;03.5-7
B94749;10;A;G;1;50;42736;42863;127;04.35-50;02.10-16k;03.90-110;04. 1400;03.5-7
B94751;10;A;G;1;30;42736;43070;334;04.35-50;02.10-16k;05.130-150;04. 1400;04.8-
B94752;6;A;D;1;50;42736;43061;325;05.50-65;02.10-16k;02.70-90;03. 1200;04.8-
B94753;4;A;D;2;50;42736;42813;77;03.28-35;04.20-24k;06.150-200;05. 1600;04.8-
B94753;6;A;D;2;50;42814;43069;255;03.28-35;07.35-40k;07.>200;05. 1600;04.8-
B94754;8;T;D;1;50;42736;43064;328;02.25-28;05.24-30k;05.130-150;05. 1600;03.5-7
B94756;1;A;G;2;50;42736;43061;325;04.35-50;02.10-16k;02.70-90;02. 1000;04.8-
B94757;4;A;G;1;50;42736;43061;325;05.50-65;05.24-30k;06.150-200;05. 1600;04.8-
B94758;10;A;D;2;50;42736;43070;334;05.50-65;04.20-24k;06.150-200;04. 1400;04.8-
B94759;9;A;D;1;50;42736;43061;325;05.50-65;02.10-16k;03.90-110;04. 1400;04.8-
B94760;7;A;D;2;50;42736;43061;325;06.>=65;02.10-16k;04.110-130;03. 1200;04.8-
B94761;10;A;D;1;40;42736;43061;325;04.35-50;03.16-20k;03.90-110;06. 1800;04.8-
B94762;10;A;D;1;50;42780;43061;281;03.28-35;03.16-20k;04.110-130;06. 1800;03.5-7
B94762;10;A;D;1;50;42736;42779;43;03.28-35;03.16-20k;04.110-130;06. 1800;03.5-7
B94763;10;A;D;1;50;42736;43061;325;03.28-35;06.30-35k;06.150-200;06. 1800;04.8-
B94764;8;A;D;1;50;42736;43072;336;04.35-50;03.16-20k;03.90-110;04. 1400;04.8-
B94765;7;A;D;1;50;42736;43062;326;03.28-35;02.10-16k;03.90-110;03. 1200;04.8-
B94766;7;A;D;1;50;42736;43081;345;05.50-65;03.16-20k;03.90-110;04. 1400;04.8-
B94767;9;A;D;1;50;42736;42994;258;04.35-50;02.10-16k;02.70-90;04. 1400;04.8-
B94767;10;A;D;1;50;42995;43100;105;04.35-50;03.16-20k;03.90-110;07. >1800;04.8-
B94768;10;A;D;2;50;42736;43049;313;03.28-35;03.16-20k;04.110-130;03. 1200;04.8-
B94768;10;A;D;2;50;43050;43061;11;03.28-35;03.16-20k;04.110-130;03. 1200;04.8-
B94769;5;A;D;1;50;42736;43077;341;04.35-50;04.20-24k;06.150-200;04. 1400;04.8-
B94770;10;A;G;1;50;42736;42766;30;03.28-35;01.<10k;02.70-90;02. 1000;04.8-
B94771;10;A;D;1;50;42849;42982;133;04.35-50;04.20-24k;04.110-130;07. >1800;04.8-
B94771;10;A;D;1;50;42736;42848;112;04.35-50;04.20-24k;04.110-130;07. >1800;04.8-
B94772;10;A;D;1;50;42738;43100;362;04.35-50;02.10-16k;02.70-90;04. 1400;04.8-
B94773;6;A;G;1;50;42736;43088;352;04.35-50;01.<10k;02.70-90;02. 1000;03.5-7
B94774;3;A;G;1;50;42736;42906;170;04.35-50;02.10-16k;05.130-150;04. 1400;04.8-
B94775;7;A;D;1;50;42736;43061;325;02.25-28;02.10-16k;02.70-90;04. 1400;03.5-7
B94776;1;A;D;1;50;42736;43061;325;05.50-65;04.20-24k;05.130-150;05. 1600;04.8-
B94777;10;A;G;1;50;42736;42918;182;04.35-50;02.10-16k;04.110-130;04. 1400;04.8-
B94778;10;S;D;2;20;42736;43063;327;05.50-65;02.10-16k;03.90-110;04. 1400;03.5-7
B94779;5;A;D;1;50;42736;43077;341;06.>=65;02.10-16k;01.<70;03. 1200;04.8-
B94780;1;A;D;2;50;43029;43064;35;03.28-35;04.20-24k;04.110-130;05. 1600;03.5-7
B94780;6;A;D;2;50;42924;43028;104;03.28-35;02.10-16k;03.90-110;04. 1400;03.5-7
B94780;10;A;D;2;50;42812;42923;111;03.28-35;02.10-16k;01.<70;03. 1200;03.5-7
B94780;7;A;D;1;50;42736;42810;74;03.28-35;03.16-20k;05.130-150;05. 1600;04.8-
B94781;2;A;D;2;50;42779;43100;321;04.35-50;05.24-30k;06.150-200;06. 1800;04.8-
B94782;5;A;D;1;50;42736;43090;354;04.35-50;04.20-24k;03.90-110;04. 1400;04.8-
B94783;4;A;D;1;50;42736;43098;362;04.35-50;02.10-16k;06.150-200;05. 1600;04.8-
B94786;10;A;G;1;50;42736;43064;328;04.35-50;02.10-16k;04.110-130;04. 1400;04.8-
B94787;6;A;D;1;50;42759;43100;341;04.35-50;05.24-30k;06.150-200;04. 1400;04.8-
B94788;4;A;G;2;50;42764;43100;336;04.35-50;02.10-16k;04.110-130;04. 1400;04.8-
B94789;10;S;D;2;30;42736;43062;326;04.35-50;02.10-16k;01.<70;03. 1200;04.8-
B94790;10;S;D;1;0;42878;43061;183;03.28-35;02.10-16k;02.70-90;05. 1600;04.8-
B94790;10;S;D;1;0;42736;42874;138;03.28-35;02.10-16k;02.70-90;05. 1600;04.8-
B94790;10;S;D;1;0;42875;42877;2;03.28-35;02.10-16k;02.70-90;05. 1600;04.8-
B94791;10;A;D;2;50;42736;43099;363;05.50-65;02.10-16k;02.70-90;03. 1200;04.8-
B94792;10;A;D;2;50;42736;43061;325;03.28-35;02.10-16k;04.110-130;04. 1400;04.8-
B94793;8;S;G;1;50;42736;43049;313;04.35-50;04.20-24k;05.130-150;04. 1400;04.8-
B94793;8;S;G;1;50;43050;43069;19;04.35-50;04.20-24k;05.130-150;04. 1400;04.8-
B94794;8;A;D;1;50;42736;43073;337;05.50-65;04.20-24k;06.150-200;07. >1800;04.8-
B94795;10;A;D;1;50;42736;42878;142;04.35-50;01.<10k;01.<70;03. 1200;04.8-
B94796;9;A;D;1;50;42741;43100;359;04.35-50;04.20-24k;05.130-150;04. 1400;04.8-
B94797;5;A;G;1;50;42736;43051;315;03.28-35;02.10-16k;03.90-110;03. 1200;04.8-
B94798;10;A;D;2;50;42736;43069;333;03.28-35;01.<10k;01.<70;02. 1000;02.2-4
B94800;8;A;D;1;20;42736;43061;325;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B94801;8;A;G;2;50;42736;43069;333;05.50-65;01.<10k;01.<70;01.<800;04.8-
B94803;3;A;D;1;50;42736;43061;325;05.50-65;06.30-35k;06.150-200;05. 1600;04.8-
B94804;10;A;D;2;50;42736;43061;325;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B94805;10;A;G;1;40;42736;43094;358;04.35-50;01.<10k;02.70-90;02. 1000;04.8-
B94806;10;A;G;1;50;42736;43060;324;03.28-35;03.16-20k;04.110-130;04. 1400;04.8-
B94806;10;A;G;1;50;43061;43069;8;03.28-35;03.16-20k;04.110-130;04. 1400;04.8-
B94807;8;A;G;2;50;42740;43100;360;04.35-50;04.20-24k;06.150-200;04. 1400;04.8-
B94808;8;S;D;1;50;42736;43061;325;03.28-35;02.10-16k;03.90-110;04. 1400;04.8-
B94809;9;A;G;2;50;42759;43100;341;05.50-65;02.10-16k;02.70-90;03. 1200;04.8-
B94810;7;A;D;2;30;42736;42777;41;04.35-50;02.10-16k;02.70-90;03. 1200;04.8-
B94810;8;A;D;2;30;42897;43099;202;04.35-50;01.<10k;02.70-90;03. 1200;04.8-
B94810;8;A;D;2;30;42778;42896;118;04.35-50;01.<10k;02.70-90;03. 1200;04.8-
B94811;10;A;D;1;50;42736;43069;333;06.>=65;04.20-24k;05.130-150;05. 1600;04.8-
B94812;7;A;G;2;30;42736;43070;334;02.25-28;01.<10k;02.70-90;02. 1000;03.5-7
B94814;10;A;D;1;50;42736;43069;333;03.28-35;03.16-20k;03.90-110;04. 1400;04.8-
B94815;0;A;G;2;50;42765;43100;335;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B94816;10;A;D;2;50;42736;43061;325;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B94817;10;A;D;1;20;42736;43061;325;05.50-65;02.10-16k;02.70-90;04. 1400;01.0-1
B94818;10;A;G;1;50;42736;43072;336;03.28-35;02.10-16k;03.90-110;03. 1200;04.8-
B94819;9;A;D;2;50;42736;43069;333;04.35-50;02.10-16k;02.70-90;03. 1200;04.8-
B94820;8;A;G;2;50;42736;43063;327;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B94821;10;A;G;2;50;42736;43061;325;04.35-50;01.<10k;01.<70;03. 1200;04.8-
B94822;7;A;D;2;50;42767;43100;333;04.35-50;02.10-16k;01.<70;02. 1000;04.8-
B94824;6;A;D;1;50;42736;43067;331;05.50-65;03.16-20k;03.90-110;05. 1600;04.8-
B94825;9;A;D;2;50;42736;43061;325;04.35-50;04.20-24k;06.150-200;07. >1800;04.8-
B94826;8;A;G;2;50;42736;43087;351;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B94827;7;A;D;1;30;42736;43061;325;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B94828;10;A;G;1;50;42736;43061;325;05.50-65;05.24-30k;07.>200;05. 1600;04.8-
B94829;7;A;D;2;50;42736;43066;330;03.28-35;02.10-16k;02.70-90;03. 1200;03.5-7
B94831;10;A;D;2;50;42847;43061;214;03.28-35;02.10-16k;01.<70;03. 1200;04.8-
B94831;10;A;D;2;50;42736;42846;110;03.28-35;02.10-16k;01.<70;03. 1200;04.8-
B94832;7;A;D;1;30;42751;43100;349;03.28-35;03.16-20k;03.90-110;04. 1400;04.8-
B94833;7;A;D;1;50;42736;43069;333;05.50-65;04.20-24k;04.110-130;04. 1400;04.8-
B94834;10;A;D;2;50;42736;42960;224;03.28-35;01.<10k;01.<70;02. 1000;04.8-
B94834;10;A;D;2;50;42961;43063;102;03.28-35;01.<10k;01.<70;03. 1200;04.8-
B94836;8;A;G;1;50;42736;43070;334;03.28-35;02.10-16k;04.110-130;03. 1200;04.8-
B94837;7;A;G;1;50;42736;43077;341;03.28-35;03.16-20k;04.110-130;04. 1400;04.8-
B94838;10;A;D;2;40;42736;43064;328;03.28-35;02.10-16k;02.70-90;03. 1200;04.8-
B94839;7;A;G;2;20;42736;43056;320;03.28-35;02.10-16k;03.90-110;03. 1200;04.8-
B94839;7;A;G;2;30;43057;43100;43;03.28-35;02.10-16k;03.90-110;03. 1200;04.8-
B94840;5;A;D;2;50;42736;43063;327;04.35-50;04.20-24k;03.90-110;04. 1400;04.8-
B94841;10;A;G;2;50;42736;43061;325;04.35-50;01.<10k;01.<70;02. 1000;04.8-
B94842;6;A;G;1;50;42751;43100;349;03.28-35;02.10-16k;02.70-90;02. 1000;04.8-
B94843;10;A;G;1;50;42736;43078;342;06.>=65;01.<10k;03.90-110;03. 1200;04.8-
B94844;5;S;D;1;50;42736;43071;335;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B94845;6;A;D;1;20;42736;43081;345;03.28-35;02.10-16k;03.90-110;03. 1200;03.5-7
B94846;10;A;D;1;50;42736;43068;332;05.50-65;03.16-20k;04.110-130;05. 1600;04.8-
B94849;10;A;G;1;20;42736;43061;325;04.35-50;02.10-16k;04.110-130;03. 1200;04.8-
B94850;7;A;D;2;50;42736;43069;333;03.28-35;03.16-20k;04.110-130;04. 1400;04.8-
B94851;10;A;G;1;50;42736;43069;333;04.35-50;03.16-20k;05.130-150;04. 1400;04.8-
B94854;10;S;D;1;20;42736;43061;325;04.35-50;03.16-20k;03.90-110;07. >1800;04.8-
B94855;6;S;D;2;50;42764;43100;336;04.35-50;03.16-20k;06.150-200;04. 1400;03.5-7
B94856;4;A;D;2;50;42786;43100;314;05.50-65;04.20-24k;06.150-200;06. 1800;04.8-
B94857;10;A;G;1;50;42736;42904;168;03.28-35;01.<10k;01.<70;02. 1000;04.8-
B94858;8;A;G;1;30;42736;43061;325;04.35-50;01.<10k;01.<70;03. 1200;04.8-
B94859;8;A;D;1;50;42794;43100;306;02.25-28;02.10-16k;02.70-90;03. 1200;03.5-7
B94860;5;A;G;2;50;42767;43100;333;04.35-50;03.16-20k;04.110-130;04. 1400;04.8-
B94861;10;A;D;2;50;42736;43062;326;04.35-50;02.10-16k;02.70-90;04. 1400;04.8-
B94862;2;S;D;1;50;42736;43061;325;04.35-50;03.16-20k;04.110-130;05. 1600;04.8-
B94864;10;A;G;1;50;42767;43100;333;04.35-50;01.<10k;01.<70;02. 1000;04.8-
B94865;10;A;D;1;50;42736;42790;54;04.35-50;02.10-16k;02.70-90;04. 1400;04.8-
B94867;10;A;G;1;50;42736;43064;328;04.35-50;01.<10k;01.<70;03. 1200;04.8-
B94869;8;A;D;1;50;42736;43061;325;04.35-50;02.10-16k;04.110-130;04. 1400;04.8-
B94870;5;A;D;1;50;42736;43068;332;04.35-50;02.10-16k;01.<70;03. 1200;04.8-
B94871;3;S;D;1;50;42739;43100;361;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B94872;8;A;D;1;40;42785;43100;315;02.25-28;07.35-40k;07.>200;06. 1800;04.8-
B94873;7;S;D;1;20;42736;42882;146;04.35-50;04.20-24k;05.130-150;05. 1600;04.8-
B94873;7;S;D;1;20;42883;42891;8;04.35-50;04.20-24k;06.150-200;06. 1800;04.8-
B94873;7;S;G;1;20;42892;43087;195;04.35-50;03.16-20k;06.150-200;05. 1600;04.8-
B94874;7;S;G;1;50;42736;43081;345;03.28-35;05.24-30k;06.150-200;05. 1600;04.8-
B94875;6;A;G;2;50;42784;43100;316;04.35-50;01.<10k;01.<70;02. 1000;04.8-
B94876;10;A;G;2;50;42736;43061;325;05.50-65;01.<10k;02.70-90;03. 1200;04.8-
B94877;10;A;D;1;50;42767;43100;333;03.28-35;01.<10k;01.<70;03. 1200;03.5-7
B94878;10;A;G;2;50;42783;43100;317;05.50-65;01.<10k;03.90-110;03. 1200;04.8-
B94879;9;A;G;2;50;42736;43069;333;03.28-35;01.<10k;03.90-110;03. 1200;04.8-
B94880;3;A;D;1;50;42744;43100;356;05.50-65;03.16-20k;04.110-130;04. 1400;04.8-
B94881;10;A;D;1;50;42743;43100;357;04.35-50;01.<10k;02.70-90;03. 1200;04.8-
B94883;1;A;G;1;50;42761;43100;339;04.35-50;02.10-16k;03.90-110;04. 1400;03.5-7
B94884;10;A;G;1;50;42736;43061;325;06.>=65;01.<10k;01.<70;03. 1200;04.8-
B94885;6;A;G;1;50;42743;43100;357;03.28-35;03.16-20k;05.130-150;04. 1400;03.5-7
B94886;6;S;D;1;20;42736;43061;325;05.50-65;03.16-20k;03.90-110;04. 1400;04.8-
B94887;10;S;G;1;40;42736;43061;325;01.18-25;01.<10k;01.<70;02. 1000;03.5-7
B94888;10;A;D;2;50;42748;43100;352;03.28-35;02.10-16k;01.<70;03. 1200;04.8-
B94889;5;A;G;2;50;42743;43100;357;02.25-28;02.10-16k;02.70-90;02. 1000;03.5-7
B94890;10;A;G;1;50;42736;43061;325;04.35-50;02.10-16k;03.90-110;04. 1400;02.2-4
B94893;8;A;D;2;50;42765;43100;335;03.28-35;02.10-16k;03.90-110;03. 1200;03.5-7
B94894;0;A;D;1;50;42826;43070;244;04.35-50;03.16-20k;05.130-150;05. 1600;04.8-
B94894;10;A;D;1;50;42736;42825;89;04.35-50;03.16-20k;04.110-130;04. 1400;04.8-
B94895;9;A;G;1;50;42736;43070;334;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B94897;7;A;G;2;50;42736;43061;325;04.35-50;02.10-16k;02.70-90;02. 1000;04.8-
B94902;10;S;D;2;50;42736;43066;330;05.50-65;04.20-24k;05.130-150;05. 1600;04.8-
B94903;5;A;G;1;0;42736;43062;326;04.35-50;01.<10k;02.70-90;02. 1000;01.0-1
B94904;7;A;D;2;50;42828;43062;234;03.28-35;02.10-16k;03.90-110;04. 1400;04.8-
B94904;7;A;D;2;50;42736;42827;91;03.28-35;02.10-16k;03.90-110;04. 1400;04.8-
B94905;10;A;G;1;50;42736;43063;327;03.28-35;01.<10k;02.70-90;02. 1000;02.2-4
B94906;4;A;D;1;50;42736;43080;344;04.35-50;02.10-16k;04.110-130;05. 1600;04.8-
B94907;0;A;D;1;30;42948;43080;132;04.35-50;03.16-20k;03.90-110;04. 1400;04.8-
B94907;10;A;D;1;30;42736;42947;211;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B94908;3;A;D;2;50;42736;43069;333;03.28-35;05.24-30k;05.130-150;05. 1600;04.8-
B94910;10;A;G;1;50;42736;42929;193;04.35-50;02.10-16k;04.110-130;04. 1400;03.5-7
B94910;10;A;G;1;50;42930;43063;133;04.35-50;02.10-16k;04.110-130;04. 1400;03.5-7
B94911;10;S;D;2;50;42736;43063;327;04.35-50;02.10-16k;04.110-130;04. 1400;04.8-
B94912;5;A;D;2;50;42736;43066;330;05.50-65;02.10-16k;03.90-110;04. 1400;04.8-
B94913;2;S;D;1;50;42736;43070;334;04.35-50;03.16-20k;04.110-130;05. 1600;04.8-
B94913;2;S;D;1;50;43071;43099;28;04.35-50;03.16-20k;04.110-130;05. 1600;04.8-
B94914;3;A;E;2;50;43023;43100;77;05.50-65;04.20-24k;05.130-150;04. 1400;04.8-
B94914;9;A;E;2;50;42788;43022;234;05.50-65;03.16-20k;04.110-130;04. 1400;04.8-
B94915;10;A;D;1;50;42736;43063;327;04.35-50;01.<10k;01.<70;02. 1000;04.8-
B94916;9;A;G;2;50;42736;43077;341;04.35-50;01.<10k;01.<70;01.<800;04.8-
B94917;7;A;D;1;50;42736;43063;327;05.50-65;02.10-16k;02.70-90;03. 1200;04.8-
B94918;10;A;D;1;20;42736;43053;317;03.28-35;04.20-24k;05.130-150;05. 1600;03.5-7
B94920;9;A;G;2;50;42745;43100;355;05.50-65;01.<10k;03.90-110;03. 1200;04.8-
B94921;7;A;D;2;50;42736;43063;327;06.>=65;02.10-16k;03.90-110;04. 1400;04.8-
