ID_POL;Antigüedad;Forma_Pago;Potencia;Peso;Valor;Comb;Sexo;Edad;Carnet;Bonus_RC;start_date;end_date
B91778;7;A;70;1106;10384,36;D;2;26;7;50;01/01/2017;16/12/2017
B91779;4;A;140;1553;23958,62;D;1;33;9;50;01/01/2017;19/11/2017
B91781;10;A;75;875;9647,28;G;1;41;10;50;01/01/2017;08/06/2017
B91782;9;A;140;1400;21064,2;D;2;35;7;0;01/01/2017;19/11/2017
B91783;10;A;90;1200;13851,64;D;1;31;10;50;01/01/2017;17/12/2017
B91784;10;A;75;1325;13866,96;D;2;57;10;50;01/01/2017;24/11/2017
B91785;6;A;65;815;9281,54;G;2;60;10;40;01/01/2017;19/11/2017
B91786;10;A;61;1031;8797,21;G;2;49;6;50;01/01/2017;02/12/2017
B91788;10;A;95;1090;10481,06;G;1;73;10;50;01/01/2017;23/11/2017
B91789;10;A;100;1730;20724,56;D;1;39;10;50;01/01/2017;19/11/2017
B91790;7;A;240;2301;45129,11;D;1;47;10;50;01/01/2017;19/11/2017
B91791;10;A;140;1340;22581,75;D;1;27;9;50;01/01/2017;19/11/2017
B91792;7;A;150;1320;23535,5;D;1;37;10;50;01/01/2017;17/07/2017
B91792;7;A;150;1320;23535,5;D;1;37;10;50;18/07/2017;19/11/2017
B91793;10;A;75;1005;10544,72;G;1;65;10;50;01/01/2017;22/11/2017
B91794;9;A;75;1159;15023;G;1;33;10;0;01/01/2017;19/11/2017
B91795;1;A;69;865;11220,25;G;2;38;10;50;01/01/2017;19/11/2017
B91796;9;A;64;1070;8762,77;D;1;48;10;50;12/05/2017;16/12/2017
B91796;9;A;64;1070;8762,77;D;1;48;10;50;01/01/2017;11/05/2017
B91797;10;A;71;1112;11628,39;D;1;64;10;50;01/01/2017;30/12/2017
B91798;7;A;110;1155;14916,73;G;1;31;10;50;01/01/2017;23/11/2017
B91799;8;A;70;1003;10058,68;D;1;49;10;50;05/01/2017;31/12/2017
B91800;10;A;75;1075;9122,87;G;2;33;2;50;01/01/2017;03/12/2017
B91801;10;A;90;1311;15201,61;D;1;35;10;50;01/01/2017;19/11/2017
B91803;10;A;100;1290;15486,72;D;1;36;10;50;01/01/2017;22/11/2017
B91804;1;A;160;1520;22823,99;D;1;54;10;50;01/01/2017;21/11/2017
B91805;10;A;65;840;6947,32;G;1;52;10;50;08/05/2017;31/12/2017
B91805;10;A;65;840;6947,32;G;1;52;10;50;07/01/2017;07/05/2017
B91806;8;A;136;1405;16457,72;D;1;54;10;40;01/01/2017;19/11/2017
B91807;10;A;125;1160;17509,11;G;2;32;10;50;01/01/2017;27/11/2017
B91808;8;A;140;1315;17910,01;D;2;30;10;50;01/01/2017;19/11/2017
B91809;10;A;100;1325;12235,22;D;2;36;4;50;01/01/2017;19/11/2017
B91810;10;A;115;1491;16124,72;D;1;58;10;50;01/01/2017;30/11/2017
B91811;9;A;85;840;10404,49;G;2;45;10;50;01/01/2017;21/11/2017
B91812;2;A;125;1310;16232,69;G;1;40;8;20;01/01/2017;19/11/2017
B91813;8;A;122;1430;24779,65;D;1;54;10;50;01/01/2017;03/12/2017
B91814;10;A;90;1315;16724,59;D;2;41;10;50;01/01/2017;20/11/2017
B91815;10;A;60;825;8062,36;G;2;47;10;50;01/01/2017;19/11/2017
B91816;8;S;110;1563;17678,33;D;1;51;10;20;01/01/2017;19/11/2017
B91817;5;A;140;1612;17047,22;D;1;53;10;40;01/01/2017;10/12/2017
B91817;5;A;140;1612;17047,22;D;1;53;10;50;11/12/2017;31/12/2017
B91818;9;A;140;1481;16036,1;D;1;31;10;50;01/01/2017;19/11/2017
B91819;4;A;90;1108;12369,55;G;2;27;6;40;27/02/2017;31/12/2017
B91820;1;A;115;1415;20456,56;D;1;45;10;50;01/01/2017;19/11/2017
B91821;4;A;101;1220;12276,42;G;2;50;10;50;18/02/2017;31/12/2017
B91822;1;S;115;1390;17514,41;D;1;70;10;50;20/02/2017;31/12/2017
B91823;10;A;68;1085;10896,4;D;1;37;4;30;01/01/2017;21/11/2017
B91824;1;A;143;1320;24258,64;D;1;75;10;50;19/02/2017;21/11/2017
B91824;1;A;143;1320;24258,64;D;1;75;10;50;01/01/2017;18/02/2017
B91825;4;A;80;1106;11035,58;D;1;50;10;20;01/01/2017;03/12/2017
B91827;10;A;110;1535;17421,17;D;1;63;10;50;01/01/2017;19/11/2017
B91828;10;A;75;1755;13403,77;D;1;27;8;50;01/01/2017;19/11/2017
B91829;6;A;150;1467;24602,85;D;1;50;10;20;01/01/2017;19/11/2017
B91830;4;S;150;1600;22752,77;D;2;49;10;50;01/01/2017;30/11/2017
B91831;10;A;110;1296;15855,43;D;1;44;10;50;01/01/2017;19/12/2017
B91833;10;A;60;805;7793,65;G;1;49;9;50;01/01/2017;27/11/2017
B91834;10;A;90;1125;11727,07;D;1;69;10;50;01/01/2017;30/11/2017
B91835;0;A;90;1320;16760,25;D;1;44;10;50;20/06/2017;22/10/2017
B91835;0;A;90;1320;16760,25;D;1;44;10;50;23/10/2017;19/11/2017
B91835;0;A;90;1320;16760,25;D;1;44;10;50;09/06/2017;19/06/2017
B91835;1;A;150;1285;19933,7;D;1;44;10;50;01/01/2017;08/06/2017
B91836;10;A;97;1040;9708,06;G;1;29;6;40;12/01/2017;31/12/2017
B91838;7;A;100;1165;11948,58;D;2;35;10;50;06/03/2017;20/11/2017
B91838;7;A;100;1165;11948,58;D;2;58;10;50;01/01/2017;05/03/2017
B91839;1;S;140;1538;24771,98;D;2;28;9;50;01/01/2017;19/11/2017
B91840;7;A;92;1205;16909,12;D;2;31;9;50;01/01/2017;16/12/2017
B91841;9;A;120;1430;18892,34;D;1;37;10;50;01/01/2017;19/11/2017
B91843;7;S;68;1070;13065,29;D;2;68;10;50;01/01/2017;19/11/2017
B91844;6;A;109;1275;16608;D;2;30;10;10;01/01/2017;10/11/2017
B91844;6;A;109;1275;16608;D;2;30;10;20;11/11/2017;27/11/2017
B91845;10;A;75;950;8502,12;G;2;49;10;50;01/01/2017;04/12/2017
B91846;5;A;105;1239;17648,98;D;1;34;10;50;01/01/2017;19/11/2017
B91847;9;A;100;1315;16975,47;D;1;75;10;50;27/01/2017;31/12/2017
B91848;8;A;105;1250;15599,44;D;2;28;10;40;01/01/2017;20/11/2017
B91849;7;A;70;1078;11831,47;D;1;61;10;30;01/01/2017;19/11/2017
B91851;10;A;90;1165;13300,74;D;1;44;10;50;01/01/2017;19/11/2017
B91852;4;S;197;1905;46813,22;D;2;52;10;20;24/03/2017;19/11/2017
B91852;4;S;197;1905;46813,22;D;2;52;10;20;01/01/2017;23/03/2017
B91853;10;A;95;1090;10676,52;G;1;47;10;50;01/01/2017;12/12/2017
B91855;4;A;60;1014;9537,31;G;2;28;5;50;08/02/2017;31/12/2017
B91856;9;A;90;1381;14945,53;D;1;49;10;50;01/01/2017;04/12/2017
B91857;6;A;100;1305;15203,25;D;1;65;10;50;01/01/2017;19/11/2017
B91858;5;A;110;1539;21168,36;D;1;56;10;50;01/01/2017;09/12/2017
B91859;8;A;224;2145;44361,25;G;2;56;10;50;01/01/2017;20/12/2017
B91860;10;A;65;1065;10173,17;D;1;32;4;50;01/01/2017;19/11/2017
B91861;1;A;92;1090;16929,61;D;1;41;10;50;14/04/2017;19/11/2017
B91861;1;A;92;1090;16929,61;D;1;41;10;50;01/01/2017;13/04/2017
B91862;10;A;103;1195;12466,56;G;1;26;8;50;01/01/2017;19/11/2017
B91863;4;A;115;1341;15008,69;D;2;47;10;40;01/01/2017;19/11/2017
B91864;10;A;82;960;8780,41;G;1;26;5;50;02/02/2017;31/12/2017
B91865;10;A;75;835;8117,7;G;2;33;4;50;10/09/2017;14/12/2017
B91865;10;A;75;835;8117,7;G;2;33;4;50;15/12/2017;31/12/2017
B91865;10;A;75;930;8263,92;G;2;33;4;50;13/03/2017;08/09/2017
B91865;10;A;75;930;8263,92;G;2;33;4;50;01/01/2017;12/03/2017
B91866;8;A;100;1305;16167,85;D;1;34;10;50;11/01/2017;31/12/2017
B91867;8;A;75;965;10140,5;G;1;43;10;50;01/01/2017;19/11/2017
B91868;10;A;110;1305;12467,56;D;1;62;10;50;01/01/2017;19/11/2017
B91869;10;A;110;1090;12582,16;G;1;50;10;50;01/01/2017;09/12/2017
B91870;10;A;122;1410;22105,04;G;1;68;10;50;01/01/2017;19/11/2017
B91871;5;A;75;975;6910,57;G;1;41;10;50;01/01/2017;21/12/2017
B91872;10;A;60;985;8135,65;G;2;40;10;50;27/01/2017;31/12/2017
B91873;3;A;90;1182;13886,86;G;1;45;10;50;01/01/2017;19/11/2017
B91874;5;T;115;1918;24894,82;D;1;55;10;0;01/01/2017;19/11/2017
B91875;8;A;94;1047;10887,56;G;1;68;10;50;01/01/2017;04/12/2017
B91876;10;A;70;1049;10779,46;D;2;30;10;50;01/01/2017;19/11/2017
B91877;8;A;170;1331;20665,29;D;1;33;10;50;01/01/2017;24/11/2017
B91878;10;A;71;1267;13999,31;D;1;55;10;50;01/01/2017;19/11/2017
B91879;7;A;235;2075;44739;D;1;58;10;50;01/01/2017;28/11/2017
B91880;5;A;170;1805;33905,55;D;1;52;10;50;01/01/2017;10/12/2017
B91881;9;A;173;1950;27882,11;D;2;27;8;50;01/01/2017;23/11/2017
B91882;10;A;110;1095;12533,3;G;1;63;10;50;01/01/2017;12/12/2017
B91884;4;A;60;900;8311,24;G;2;26;8;50;01/01/2017;27/12/2017
B91885;10;A;70;1100;10886,63;D;1;56;10;50;01/01/2017;19/11/2017
B91886;10;A;90;1150;12468,83;D;1;55;10;50;01/01/2017;06/03/2017
B91886;10;A;102;1155;11152,5;G;1;55;10;50;10/03/2017;11/11/2017
B91886;10;A;102;1155;11152,5;G;1;55;10;50;07/03/2017;09/03/2017
B91886;10;A;102;1155;11152,5;G;2;43;10;50;12/11/2017;31/12/2017
B91887;1;A;245;2078;45529,7;D;1;33;10;50;05/03/2017;19/11/2017
B91887;1;A;245;2078;45529,7;D;1;33;10;50;01/01/2017;04/03/2017
B91888;10;A;115;1363;11625,83;G;1;49;10;50;01/01/2017;19/11/2017
B91889;6;A;110;1503;17675,66;D;1;63;10;50;08/08/2017;30/11/2017
B91889;6;A;140;1254;17311,79;G;1;63;10;50;01/01/2017;07/08/2017
B91890;10;A;130;1492;17566,17;D;2;61;10;50;01/01/2017;21/11/2017
B91891;10;A;75;960;7475,99;G;2;31;6;30;01/01/2017;22/12/2017
B91892;10;A;110;1410;19056,48;D;1;42;10;50;01/01/2017;19/11/2017
B91893;10;A;65;960;8928,69;D;1;45;10;50;01/01/2017;20/11/2017
B91894;10;S;90;1155;11172,47;D;2;34;1;50;01/01/2017;19/11/2017
B91895;10;A;112;960;10846,39;G;2;42;10;50;01/01/2017;19/11/2017
B91896;10;A;110;1279;14998,97;D;2;49;10;50;01/01/2017;19/11/2017
B91897;9;A;71;875;7230,93;G;2;28;2;50;01/01/2017;27/12/2017
B91898;9;A;90;1300;16391,85;D;1;71;10;50;01/01/2017;19/11/2017
B91899;10;A;100;1250;13012,16;D;1;32;10;50;04/01/2017;31/12/2017
B91900;10;A;109;1296;15269,91;G;1;61;10;50;01/01/2017;19/11/2017
B91901;8;A;150;1892;32113,26;D;1;39;10;50;01/01/2017;19/11/2017
B91902;9;A;155;1409;20568,75;D;2;42;10;50;01/01/2017;23/11/2017
B91903;10;A;100;1190;11679,76;G;1;71;10;50;01/01/2017;25/11/2017
B91904;8;A;140;1454;19328,26;D;1;61;10;50;01/01/2017;30/11/2017
B91905;10;A;115;1302;16011,34;G;1;46;10;50;01/01/2017;19/11/2017
B91906;10;A;100;1090;10414,22;G;2;32;7;0;01/01/2017;19/11/2017
B91907;10;A;68;1070;9443,57;D;2;33;10;50;01/01/2017;19/11/2017
B91908;10;A;100;1375;13240,3;G;1;28;5;50;01/01/2017;09/06/2017
B91908;10;A;150;1128;16980,3;G;1;28;5;50;10/06/2017;19/11/2017
B91909;7;A;75;1005;11197,41;G;1;37;10;50;01/01/2017;23/11/2017
B91910;8;A;105;1250;16079,11;D;2;30;10;50;01/01/2017;19/11/2017
B91911;6;S;200;1454;30709,05;G;1;66;10;50;09/01/2017;21/11/2017
B91911;6;S;200;1458;31304,47;G;1;66;10;50;01/01/2017;08/01/2017
B91912;6;A;110;1200;14537,26;G;1;57;10;50;01/01/2017;03/12/2017
B91913;4;A;112;1510;22226,63;D;1;50;10;50;01/01/2017;14/12/2017
B91914;10;A;100;1784;19320,14;D;1;49;10;50;01/01/2017;30/11/2017
B91916;10;A;90;920;8860,07;G;1;27;6;50;16/04/2017;28/12/2017
B91916;10;A;90;920;8860,07;G;1;27;6;50;01/01/2017;15/04/2017
B91918;10;A;60;988;8326,22;G;1;19;0;50;29/04/2017;19/11/2017
B91918;10;A;60;988;8326,22;G;2;45;10;50;01/01/2017;28/04/2017
B91919;10;A;63;949;7575,23;G;2;37;10;50;01/01/2017;20/11/2017
B91920;10;A;90;1010;12355,93;G;1;28;6;0;01/01/2017;09/04/2017
B91920;10;A;60;970;7512,65;G;1;28;6;0;29/05/2017;19/11/2017
B91920;10;A;60;970;7512,65;G;1;28;6;0;10/04/2017;28/05/2017
B91922;4;A;75;1130;13697,78;D;1;56;10;50;01/01/2017;27/11/2017
B91923;1;A;110;1418;16985,88;D;2;44;10;50;01/01/2017;19/11/2017
B91924;7;A;71;1080;10071,65;D;1;51;10;50;01/01/2017;19/11/2017
B91925;10;A;76;975;7833,91;G;2;40;6;50;01/01/2017;04/03/2017
B91926;2;T;85;1105;11833,54;G;1;55;10;50;01/01/2017;19/11/2017
B91927;8;A;63;796;7139,07;G;1;54;10;50;01/01/2017;19/11/2017
B91929;5;A;109;1175;11824,67;G;1;28;8;50;01/01/2017;29/09/2017
B91929;5;A;109;1175;11824,67;G;1;28;8;50;30/09/2017;10/12/2017
B91930;5;T;115;1918;23942,24;D;1;55;10;0;01/01/2017;19/11/2017
B91931;10;A;90;1466;11795,48;D;1;39;10;50;11/04/2017;03/12/2017
B91931;10;A;90;1466;11795,48;D;1;39;10;50;01/01/2017;10/04/2017
B91932;10;A;105;1105;12079,33;D;1;60;10;50;01/01/2017;19/11/2017
B91933;4;A;150;1770;25928,02;D;1;66;10;50;01/01/2017;30/11/2017
B91934;8;A;110;1261;16203,25;D;2;35;10;50;27/01/2017;31/12/2017
B91936;7;A;65;1130;12362,28;D;1;53;10;40;01/01/2017;30/11/2017
B91937;6;A;140;1403;18046,88;D;1;35;10;50;01/01/2017;30/11/2017
B91939;3;A;105;1320;20928,11;D;1;32;9;50;01/01/2017;26/11/2017
B91940;2;A;90;960;13793,05;D;2;37;10;50;10/02/2017;31/12/2017
B91941;10;A;92;1945;15967;D;1;49;10;50;01/01/2017;30/11/2017
B91942;6;T;115;1918;23942,24;D;1;55;10;0;01/01/2017;19/11/2017
B91943;6;A;130;1310;18890,49;D;2;32;8;50;01/01/2017;21/11/2017
B91944;9;A;110;1266;17062,78;D;1;54;10;50;01/01/2017;19/11/2017
B91945;10;A;100;1480;16792,28;D;1;40;10;50;01/01/2017;13/12/2017
B91946;10;S;90;1038;10356,7;G;1;29;10;0;01/01/2017;19/11/2017
B91947;1;A;75;1033;7786,53;D;2;46;10;50;01/01/2017;20/12/2017
B91948;9;A;59;884;6732,22;G;2;50;4;50;01/01/2017;19/11/2017
B91949;1;A;100;1108;12717,45;G;2;35;10;50;01/01/2017;19/11/2017
B91950;8;A;143;1480;23242,27;D;1;58;10;50;25/02/2017;31/12/2017
B91951;9;A;120;1270;15138,21;D;1;58;10;50;01/01/2017;14/12/2017
B91952;7;A;86;1061;12063,07;D;2;39;10;50;01/01/2017;17/12/2017
B91953;3;A;110;1418;16985,88;D;1;69;10;50;05/02/2017;31/12/2017
B91954;3;A;147;1570;23112;D;1;39;10;50;01/01/2017;30/11/2017
B91955;5;S;150;1484;24182,19;D;2;36;10;50;01/01/2017;20/11/2017
B91956;10;A;130;1425;23505,1;D;1;55;10;50;01/01/2017;19/11/2017
B91957;8;A;110;1205;16165,54;D;1;41;10;50;20/01/2017;31/12/2017
B91958;7;A;65;795;6712,44;G;1;40;10;50;01/01/2017;26/11/2017
B91959;10;A;120;1330;17310,13;D;1;75;10;50;01/01/2017;03/12/2017
B91959;10;A;120;1330;17310,13;D;1;75;10;50;04/12/2017;31/12/2017
B91961;8;A;140;1372;20859,38;D;1;55;10;50;01/01/2017;19/11/2017
B91962;10;A;115;1260;15494,84;G;1;55;10;50;01/01/2017;04/12/2017
B91963;10;A;130;1270;17762,26;D;1;70;10;50;01/01/2017;19/11/2017
B91964;8;A;104;1410;17270;D;1;57;10;50;01/01/2017;25/11/2017
B91966;9;A;86;1021;8513,69;G;2;54;10;50;01/01/2017;30/11/2017
B91968;9;A;5,4;349;9429,27;D;2;59;10;50;01/01/2017;19/11/2017
B91969;3;A;90;1095;14825,5;D;2;70;10;50;01/01/2017;19/11/2017
B91970;1;A;70;1210;14320,99;D;1;51;10;50;01/01/2017;17/09/2017
B91970;1;A;87;1060;12016,2;G;1;51;10;50;19/09/2017;19/11/2017
B91971;10;A;75;1192;10906,17;D;1;64;10;40;11/02/2017;31/12/2017
B91972;7;A;92;1182;15515,14;D;1;35;10;50;01/01/2017;23/12/2017
B91973;10;A;65;1110;11995,81;D;1;75;10;0;01/01/2017;19/11/2017
B91974;10;A;60;900;8314;G;2;28;8;50;01/01/2017;19/11/2017
B91975;9;A;100;1260;17487,35;D;1;67;10;50;01/01/2017;27/12/2017
B91976;8;S;110;1175;15197,22;G;2;27;8;50;01/01/2017;19/11/2017
B91978;10;A;90;1300;16582,11;D;1;67;10;50;01/01/2017;30/11/2017
B91979;5;A;80;1105;12452,37;G;2;49;10;50;01/01/2017;24/11/2017
B91980;7;A;105;1250;16994,33;D;1;38;9;50;01/01/2017;19/11/2017
B91981;9;A;92;1182;15430,89;D;1;47;10;50;01/01/2017;20/12/2017
B91982;1;A;105;1385;19026,9;D;1;61;10;50;01/01/2017;19/11/2017
B91983;9;A;115;1430;18087,8;D;1;38;10;50;01/01/2017;24/11/2017
B91984;1;A;100;2107;24289,34;D;2;49;10;50;09/01/2017;13/12/2017
B91984;1;A;100;2107;24289,34;D;2;49;10;50;01/01/2017;08/01/2017
B91985;4;A;125;1324;14427,04;G;1;48;10;50;26/05/2017;19/12/2017
B91985;4;A;125;1324;14427,04;G;1;48;10;50;01/01/2017;25/05/2017
B91986;7;A;70;1186;11297,69;D;1;43;8;30;01/01/2017;19/11/2017
B91987;5;A;80;1106;10693,3;D;2;32;7;50;01/01/2017;19/11/2017
B91988;9;S;150;1520;29010,55;D;1;42;10;50;01/01/2017;19/11/2017
B91989;3;A;90;1165;13873,22;D;1;65;10;50;01/01/2017;24/11/2017
B91990;6;A;115;1341;15008,69;D;1;42;10;50;01/01/2017;04/12/2017
B91991;7;A;110;1355;17717,3;G;1;36;10;50;01/01/2017;29/11/2017
B91992;1;A;95;1180;13625,12;D;1;57;10;50;01/01/2017;19/11/2017
B91993;10;A;100;1428;15645,86;D;1;40;10;20;01/01/2017;12/12/2017
B91994;9;A;95;960;10534,47;G;1;57;10;50;01/01/2017;30/11/2017
B91995;10;A;90;1300;16857,99;D;1;54;10;50;26/01/2017;31/12/2017
B91996;5;A;100;1210;13901,46;D;1;49;10;50;01/01/2017;24/11/2017
B91998;1;A;110;1543;21386,41;D;2;38;10;50;01/01/2017;21/11/2017
B91999;1;A;105;1270;15767,95;G;2;44;10;40;01/01/2017;19/11/2017
B92000;4;S;64;995;6871,55;D;1;50;10;40;01/01/2017;19/11/2017
B92002;10;A;60;1020;8401,34;G;1;72;10;50;01/01/2017;04/12/2017
B92003;8;A;120;1350;18351,19;D;2;50;10;50;01/01/2017;20/11/2017
B92004;4;A;105;1335;17449,03;D;1;39;10;50;01/01/2017;20/11/2017
B92005;6;A;105;1240;17437,06;D;2;50;10;30;01/01/2017;23/11/2017
B92006;9;A;129;1355;18211,38;G;1;50;10;50;03/02/2017;31/12/2017
B92008;10;A;75;1090;10384,41;G;2;31;10;50;01/01/2017;20/12/2017
B92009;10;A;64;1125;9786;D;2;37;10;50;01/01/2017;19/11/2017
B92010;10;A;45;830;5681,45;G;1;36;10;50;01/01/2017;19/11/2017
B92011;8;A;90;1139;12032,52;G;2;40;10;50;01/01/2017;19/11/2017
B92012;7;A;110;1247;17073;D;1;39;10;50;11/02/2017;19/12/2017
B92012;7;A;110;1247;17073;D;1;39;10;50;01/01/2017;10/02/2017
B92013;6;A;211;1585;26219,18;G;1;68;10;50;01/01/2017;28/12/2017
B92014;8;A;60;948;7676,34;G;2;36;10;50;01/01/2017;20/11/2017
B92015;1;A;110;1235;12533,42;D;1;53;10;50;01/01/2017;19/11/2017
B92016;7;S;150;1823;27040,65;D;2;73;10;50;01/01/2017;19/11/2017
B92017;8;A;224;1710;41374,38;D;2;33;8;50;30/09/2017;19/11/2017
B92017;8;A;224;1585;36257,19;D;2;33;8;50;27/08/2017;29/09/2017
B92017;10;A;65;854;9189,31;G;2;33;8;50;01/01/2017;26/08/2017
B92018;3;A;140;1665;25672,69;D;1;38;10;50;01/01/2017;19/11/2017
B92020;7;A;200;1328;21422,21;G;1;39;10;50;01/01/2017;19/11/2017
B92021;6;A;75;1180;12344,54;D;2;36;10;20;01/01/2017;31/12/2017
B92022;8;A;70;1130;11523,52;D;2;29;9;0;30/01/2017;12/12/2017
B92022;8;A;70;1130;11523,52;D;2;29;9;0;01/01/2017;29/01/2017
B92023;1;A;117;1172;14512,2;G;1;54;3;50;14/01/2017;19/11/2017
B92023;1;A;117;1172;14512,2;G;1;54;3;50;01/01/2017;13/01/2017
B92024;10;A;166;1765;33007,34;D;1;52;10;50;01/01/2017;30/11/2017
B92025;10;A;125;1990;26524,35;D;2;50;10;50;01/01/2017;19/11/2017
B92026;6;S;115;1445;18298,85;G;1;42;10;50;01/01/2017;19/11/2017
B92027;10;A;90;1040;11189,58;G;1;28;3;20;01/01/2017;08/09/2017
B92027;10;A;90;1040;11189,58;G;1;28;3;20;09/09/2017;19/11/2017
B92028;10;A;75;1205;10744,92;D;1;41;4;50;01/01/2017;19/11/2017
B92031;5;A;110;1472;21788,62;D;1;35;5;50;01/01/2017;29/11/2017
B92032;10;A;231;1850;65422,67;G;1;66;10;50;01/01/2017;23/11/2017
B92033;4;S;160;1428;18481,36;D;1;52;10;50;01/01/2017;19/11/2017
B92034;1;A;69;890;6480,51;G;2;29;4;50;01/01/2017;19/11/2017
B92035;9;A;82;790;15157,15;G;2;45;10;50;01/01/2017;23/11/2017
B92036;10;A;180;1340;25843,45;G;1;53;10;50;01/01/2017;19/11/2017
B92037;7;A;105;1290;13981,77;D;1;43;10;50;01/01/2017;19/11/2017
B92038;3;A;110;1285;18817,8;D;1;48;10;50;01/01/2017;19/11/2017
B92039;8;S;110;1187;13649,7;G;1;36;8;50;01/01/2017;19/11/2017
B92040;5;A;110;1325;16997,76;D;2;60;10;50;01/01/2017;30/11/2017
B92041;9;S;85;1953;20584,66;D;1;59;10;10;01/01/2017;20/11/2017
B92042;9;A;105;1488;19387,39;D;1;40;10;30;01/01/2017;19/11/2017
B92043;3;A;136;1743;28005,4;D;1;38;10;50;01/01/2017;19/11/2017
B92044;3;A;150;1509;23365,25;D;1;36;10;50;01/01/2017;30/11/2017
B92046;7;A;110;1322;16162,6;D;1;27;4;50;01/01/2017;19/11/2017
B92047;2;A;92;1277;15426,36;D;1;31;10;50;01/01/2017;28/11/2017
B92048;5;A;160;1285;21787,33;G;1;28;9;50;01/01/2017;10/12/2017
B92050;6;A;60;1018;9052,67;G;2;48;10;50;01/01/2017;19/11/2017
B92052;10;A;90;1266;12117,97;D;2;41;10;50;01/01/2017;20/11/2017
B92053;10;A;193;1575;30292,51;G;1;37;10;50;01/01/2017;19/11/2017
B92055;9;A;116;1355;19596,5;D;1;47;10;50;01/01/2017;19/11/2017
B92056;10;A;150;1660;29587;D;1;39;10;50;01/01/2017;20/11/2017
B92057;9;A;130;1350;21294,54;D;1;38;10;50;01/01/2017;23/11/2017
B92058;8;A;90;1344;16274,79;D;1;45;10;50;01/01/2017;01/12/2017
B92059;6;A;388;1835;93733,21;G;1;66;10;50;01/01/2017;15/12/2017
B92060;10;A;90;1152;12375,6;D;1;47;10;50;01/01/2017;15/12/2017
B92061;7;A;150;1785;26045,63;D;1;40;10;50;01/01/2017;03/11/2017
B92061;7;A;150;1785;26045,63;D;1;40;10;50;04/11/2017;31/12/2017
B92062;9;A;75;1025;9519,3;G;2;70;10;50;01/01/2017;30/11/2017
B92063;10;A;60;945;6352,16;G;1;51;10;50;01/01/2017;19/11/2017
B92064;10;A;75;935;7134,01;G;2;30;7;50;01/01/2017;09/12/2017
B92065;4;A;75;1090;9934,93;G;1;28;6;40;01/01/2017;01/12/2017
B92066;6;A;105;1205;16014,29;D;1;66;10;50;01/01/2017;30/11/2017
B92067;10;A;105;1251;17590,32;D;1;31;10;50;01/01/2017;19/11/2017
B92068;8;A;71;970;7085,51;D;1;32;10;20;01/01/2017;19/11/2017
B92069;10;A;98;1165;13168,76;G;1;74;10;50;20/01/2017;31/12/2017
B92070;10;A;116;1187;12444,13;G;1;54;10;0;01/01/2017;06/12/2017
B92071;10;A;130;1387;21778,85;D;2;37;10;30;01/01/2017;19/11/2017
B92073;10;A;90;1200;14625,17;D;2;27;8;50;01/01/2017;31/12/2017
B92074;8;A;90;1344;15039,02;D;1;73;10;30;01/01/2017;30/11/2017
B92076;7;A;100;1165;12598,99;D;1;54;10;50;01/01/2017;19/11/2017
B92077;5;A;64;1038;9586,8;G;2;69;10;50;01/01/2017;22/11/2017
B92078;1;A;75;1033;7786,53;D;1;27;9;40;01/01/2017;04/09/2017
B92078;1;A;75;1033;7786,53;D;1;27;9;40;05/09/2017;20/11/2017
B92079;10;A;140;1460;26562,59;D;1;49;10;50;01/01/2017;19/11/2017
B92080;8;A;90;1159;11300,36;D;1;44;10;50;01/01/2017;30/11/2017
B92081;8;A;333;1815;73098,38;G;1;65;10;50;23/01/2017;31/12/2017
B92082;1;A;115;1395;22336,92;D;1;53;10;40;01/01/2017;19/11/2017
B92084;10;A;90;1330;14327,17;D;1;41;10;50;01/01/2017;15/12/2017
B92085;8;A;110;1205;16165,54;D;1;29;5;30;01/01/2017;19/11/2017
B92086;10;A;120;1350;19975,61;D;1;28;9;50;15/04/2017;19/11/2017
B92086;10;A;105;1285;14592,41;G;1;28;9;50;01/01/2017;14/04/2017
B92087;5;T;150;1455;24383,97;D;1;51;10;50;01/01/2017;20/11/2017
B92088;9;A;110;1215;12878,86;D;1;54;10;50;01/01/2017;19/11/2017
B92089;10;A;122;1350;20659,79;G;1;60;10;50;01/01/2017;21/11/2017
B92090;1;A;112;1397;20915,58;D;1;32;10;50;01/01/2017;28/11/2017
B92091;8;A;112;1355;19285,7;D;2;38;10;50;30/05/2017;31/12/2017
B92091;8;A;75;840;7744,74;G;2;38;10;50;22/01/2017;29/05/2017
B92092;2;A;115;1390;17514,41;D;1;28;10;50;01/01/2017;20/11/2017
B92093;10;A;71;1035;9555,15;D;2;46;10;40;01/01/2017;27/12/2017
B92094;10;A;75;815;7775,65;G;1;36;10;50;01/01/2017;19/11/2017
B92095;6;A;125;1260;15153,56;G;1;32;10;50;01/01/2017;30/12/2017
B92096;10;A;106;1282;10195,85;G;1;61;10;50;01/01/2017;19/11/2017
B92097;8;A;110;1300;18484,55;D;1;62;10;50;01/01/2017;30/11/2017
B92098;7;S;95;1159;12801,76;G;1;46;10;50;01/01/2017;21/11/2017
B92099;7;A;136;1585;23252,03;D;1;50;10;50;01/01/2017;19/11/2017
B92100;7;A;140;1430;24522,87;D;1;76;10;50;01/01/2017;25/08/2017
B92100;7;A;140;1430;24522,87;D;1;76;10;50;26/08/2017;25/12/2017
