ID_POL;Antigüedad;Forma_Pago;Potencia;Peso;Valor;Comb;Sexo;Edad;Carnet;Bonus_RC;start_date;end_date
B84671;5;A;143;1505;21951,22;D;1;60;10;50;01/01/2017;10/11/2017
B84672;8;A;136;1635;21129,37;D;1;54;10;50;01/01/2017;10/11/2017
B84673;2;A;100;1103;10400,36;G;2;55;10;50;01/01/2017;21/11/2017
B84674;4;A;109;1310;15356,1;D;1;66;10;50;01/01/2017;29/11/2017
B84675;10;A;134;1291;12466,31;G;1;74;10;50;01/01/2017;20/11/2017
B84676;0;A;130;1383;16940,08;D;1;38;10;50;24/01/2017;13/11/2017
B84676;10;A;100;1330;12816,7;D;1;38;10;50;01/01/2017;23/01/2017
B84677;8;A;112;1687;19929,6;D;2;54;10;50;01/01/2017;10/11/2017
B84678;10;A;64;1125;9786;D;1;28;10;50;25/02/2017;10/11/2017
B84678;10;A;115;1498;16967,48;D;1;28;10;50;01/01/2017;24/02/2017
B84679;10;A;58;905;8938,33;D;1;63;10;50;01/01/2017;10/11/2017
B84680;10;A;95;1395;18299,62;D;1;47;10;50;01/01/2017;10/11/2017
B84681;8;S;92;1182;15805,56;D;1;33;10;50;09/05/2017;24/11/2017
B84681;8;S;92;1182;15805,56;D;1;33;10;50;01/01/2017;08/05/2017
B84682;10;A;95;1190;17560,97;D;2;26;7;50;01/01/2017;10/11/2017
B84683;10;A;105;1205;13657,15;D;1;55;10;50;01/01/2017;16/12/2017
B84684;7;A;143;1310;20406,5;D;1;34;10;50;01/01/2017;11/11/2017
B84685;10;A;65;910;8216,97;D;2;44;10;50;01/01/2017;10/11/2017
B84686;10;A;58;880;7870,39;D;1;56;10;30;01/01/2017;10/11/2017
B84687;3;A;90;1295;14896,92;D;1;39;10;50;01/01/2017;10/11/2017
B84688;6;A;120;1335;17702,26;D;2;26;0;50;26/06/2017;11/11/2017
B84688;6;A;120;1335;17702,26;D;1;62;10;50;01/01/2017;25/06/2017
B84690;9;A;70;947;10870,46;D;1;51;10;50;01/01/2017;15/11/2017
B84691;8;A;68;1066;10689,43;D;1;42;7;50;01/01/2017;10/11/2017
B84692;10;A;90;1139;11503,75;D;1;43;10;40;01/01/2017;30/11/2017
B84693;6;S;75;1139;11094,44;G;2;29;6;40;01/01/2017;29/11/2017
B84694;9;A;90;1170;12665,64;G;2;41;10;50;01/01/2017;11/11/2017
B84695;1;A;90;1365;16167,2;D;1;73;10;50;01/01/2017;10/11/2017
B84696;6;A;138;1130;14658,83;G;1;50;10;50;01/01/2017;10/11/2017
B84699;9;S;200;1315;24119,92;G;1;33;10;0;01/01/2017;10/11/2017
B84700;10;A;120;1350;18170,73;D;1;69;10;20;01/01/2017;22/12/2017
B84701;8;A;122;1310;20650,41;D;2;36;10;50;01/01/2017;23/11/2017
B84702;10;A;110;1286;14536,67;D;1;34;10;50;01/01/2017;12/11/2017
B84703;4;A;90;1290;16062,55;D;1;73;10;50;01/01/2017;16/11/2017
B84704;10;A;114;1205;9589,33;G;1;50;10;20;01/01/2017;10/11/2017
B84705;10;A;122;1330;15718,13;G;2;31;3;20;01/01/2017;10/11/2017
B84706;10;A;75;1170;11657,56;D;2;56;10;50;01/01/2017;28/11/2017
B84707;5;S;105;1250;15376,67;D;2;29;6;0;01/01/2017;10/11/2017
B84708;10;A;90;1413;12704,32;D;1;45;2;20;01/01/2017;18/11/2017
B84709;10;A;75;1028;9145,51;G;2;28;10;50;01/01/2017;11/11/2017
B84710;9;A;90;1230;12080,46;D;1;64;10;50;01/01/2017;10/11/2017
B84711;10;A;80;1140;11689,08;D;1;29;1;50;01/01/2017;11/11/2017
B84712;3;A;84;1030;8932,56;G;2;34;5;0;01/01/2017;10/11/2017
B84714;10;A;100;1039;11153,77;G;2;58;10;30;01/01/2017;10/11/2017
B84715;7;A;90;1211;11702,63;D;2;26;7;50;01/01/2017;23/11/2017
B84716;1;A;130;1538;24188,68;D;1;50;10;50;01/01/2017;23/11/2017
B84717;10;A;110;1259;14725,64;D;1;49;10;50;01/01/2017;10/11/2017
B84718;10;S;193;1635;36149,16;D;1;34;10;50;01/01/2017;10/11/2017
B84719;5;A;105;1205;16016,26;D;2;33;6;10;01/01/2017;30/11/2017
B84720;8;S;136;1635;22917,99;D;1;37;10;50;01/01/2017;10/11/2017
B84721;10;A;133;1170;13935,97;G;1;47;10;50;01/01/2017;10/11/2017
B84722;10;A;58;910;7207,26;D;2;28;10;50;01/01/2017;10/11/2017
B84723;8;A;85;1053;11179,48;G;1;47;8;50;01/01/2017;05/11/2017
B84723;8;A;85;1053;11179,48;G;1;47;8;50;06/11/2017;31/12/2017
B84724;4;A;115;1639;16403,48;G;1;48;10;50;01/01/2017;10/11/2017
B84725;9;A;90;1243;14389,22;D;1;43;10;30;01/01/2017;10/11/2017
B84726;7;A;200;1165;17784;G;1;26;8;50;01/01/2017;10/11/2017
B84727;10;A;75;1034;9279,04;G;2;48;10;50;01/01/2017;14/11/2017
B84728;8;A;72;990;7936,02;G;2;26;8;50;01/01/2017;09/12/2017
B84728;8;A;72;990;7936,02;G;2;26;8;50;10/12/2017;31/12/2017
B84729;10;A;100;1142;11562;D;1;35;10;50;01/01/2017;10/11/2017
B84730;10;A;100;1171;12866,47;D;1;32;10;50;01/01/2017;19/11/2017
B84732;10;A;71;1106;11360,6;D;1;54;10;50;01/01/2017;22/11/2017
B84733;9;A;110;1255;17021,78;D;2;27;8;50;01/01/2017;15/09/2017
B84733;9;A;110;1255;17021,78;D;2;27;8;50;16/09/2017;10/11/2017
B84734;9;A;90;1245;14519,62;D;1;42;10;30;01/01/2017;10/11/2017
B84735;10;A;51;776;6652,01;G;1;32;10;50;01/01/2017;10/11/2017
B84736;8;A;100;1195;13352,03;G;1;28;9;50;01/01/2017;10/11/2017
B84737;1;A;140;1538;24771,98;D;1;33;10;50;01/01/2017;12/11/2017
B84738;10;A;137;1115;12297,49;G;1;46;10;50;01/01/2017;30/12/2017
B84739;7;A;140;1560;22301,63;D;1;46;10;50;01/01/2017;11/11/2017
B84740;1;A;100;1145;12179,58;D;2;28;6;0;01/01/2017;10/11/2017
B84741;5;A;110;1259;12899,77;D;1;46;10;50;01/01/2017;10/11/2017
B84742;1;A;90;1300;16865,11;D;1;34;10;50;01/01/2017;10/11/2017
B84743;10;A;115;1200;15660,63;G;1;72;10;50;01/01/2017;30/12/2017
B84744;2;A;115;1410;22368,75;D;1;64;10;50;01/01/2017;10/11/2017
B84745;9;A;75;960;9634,15;G;1;29;9;50;01/01/2017;01/12/2017
B84746;6;A;145;1530;22279,12;D;1;32;10;50;01/01/2017;16/12/2017
B84747;10;A;90;1140;11788,62;G;2;26;3;50;01/01/2017;10/11/2017
B84749;5;S;105;1482;18903,45;D;1;49;10;50;01/01/2017;11/12/2017
B84750;9;A;50;780;5939,69;G;2;54;10;50;01/01/2017;08/12/2017
B84751;10;A;90;1225;14170,2;D;1;38;6;30;01/01/2017;30/06/2017
B84751;10;A;130;1395;22721,19;D;1;38;6;30;01/07/2017;10/11/2017
B84752;6;S;177;1375;25162,15;D;1;58;10;30;01/01/2017;10/11/2017
B84753;7;A;115;1361;13000;D;1;30;10;50;01/01/2017;12/11/2017
B84755;9;A;95;1155;10756,17;G;1;59;10;40;01/01/2017;14/09/2017
B84755;9;A;95;1155;10756,17;G;1;59;10;40;25/09/2017;10/11/2017
B84755;9;A;95;1155;10756,17;G;1;59;10;40;15/09/2017;24/09/2017
B84756;7;A;140;1276;19255,8;D;1;24;6;30;14/02/2017;31/12/2017
B84757;7;A;143;1445;26242,59;D;1;52;10;50;01/01/2017;06/12/2017
B84758;10;A;90;1200;13123,59;D;1;35;10;50;01/01/2017;24/11/2017
B84759;10;A;70;1049;10307,91;D;2;36;10;50;01/01/2017;02/12/2017
B84759;10;A;70;1049;10307,91;D;2;36;10;50;03/12/2017;31/12/2017
B84760;7;A;75;1138;9671,68;G;2;46;4;50;01/01/2017;29/12/2017
B84761;8;A;59;884;6732,22;G;1;47;10;50;31/01/2017;11/11/2017
B84761;8;A;59;884;6732,22;G;1;47;10;50;01/01/2017;30/01/2017
B84762;10;A;70;1060;11834,52;D;1;30;5;50;01/01/2017;10/11/2017
B84763;10;A;90;1125;10124,37;D;2;44;10;50;01/01/2017;19/12/2017
B84764;10;A;45;865;6332,62;G;1;36;10;50;01/01/2017;12/11/2017
B84764;10;S;45;865;6332,62;G;1;36;10;50;13/11/2017;31/12/2017
B84765;10;A;90;1413;12704,32;D;1;35;6;30;01/01/2017;10/11/2017
B84767;10;A;129;1540;33957,86;D;1;69;10;20;01/01/2017;22/12/2017
B84768;10;A;145;1429;18323,54;G;1;58;10;50;01/01/2017;10/11/2017
B84769;10;A;110;1385;19539,84;D;1;47;10;50;01/01/2017;14/11/2017
B84771;10;A;115;1498;16967,48;D;1;39;6;30;15/04/2017;13/11/2017
B84771;10;A;130;1680;25272,56;D;1;39;6;30;01/01/2017;14/04/2017
B84772;7;A;90;1103;12242,28;D;2;31;10;50;02/05/2017;30/12/2017
B84772;7;A;90;1103;12242,28;D;2;31;10;50;01/01/2017;01/05/2017
B84773;8;A;140;1315;17544,71;D;2;31;6;20;11/02/2017;03/12/2017
B84773;8;A;140;1315;17544,71;D;2;31;6;20;01/01/2017;10/02/2017
B84775;10;A;78;1007;7277,88;G;1;34;10;40;01/01/2017;11/11/2017
B84776;10;A;109;1030;11111,39;G;2;36;10;50;01/01/2017;11/11/2017
B84777;10;A;90;1300;17101,89;D;1;68;10;50;01/01/2017;13/11/2017
B84778;6;S;177;1430;28495,49;D;1;42;10;50;01/01/2017;30/11/2017
B84779;10;A;90;1465;16234,74;D;2;46;10;50;01/01/2017;10/11/2017
B84780;10;A;82;1115;11104,64;D;1;33;10;20;01/01/2017;02/06/2017
B84781;10;A;115;1411;21025,25;D;1;27;5;40;01/01/2017;06/12/2017
B84783;10;A;75;950;8502,12;G;1;46;10;30;01/01/2017;09/11/2017
B84783;10;A;75;950;8502,12;G;1;46;10;40;10/11/2017;31/12/2017
B84784;6;A;140;1687;19474,55;D;1;58;10;50;01/01/2017;10/12/2017
B84785;10;A;100;920;9353,66;G;1;38;10;50;01/01/2017;10/11/2017
B84786;10;A;112;2055;21488,29;D;1;40;10;50;01/01/2017;28/12/2017
B84787;10;A;60;1077;0;G;2;74;10;50;01/01/2017;10/11/2017
B84788;4;S;110;1205;16781,17;D;2;28;9;50;01/01/2017;10/11/2017
B84789;4;A;130;1540;23904,79;D;1;30;5;50;01/01/2017;10/11/2017
B84790;10;A;75;1015;7458,25;G;2;19;0;50;25/02/2017;27/07/2017
B84790;10;A;75;885;8263,92;G;2;19;0;50;28/07/2017;07/10/2017
B84790;10;A;75;1015;7458,25;G;2;19;0;50;08/10/2017;17/11/2017
B84790;10;A;75;1015;7458,25;G;1;83;10;50;01/01/2017;24/02/2017
B84791;8;S;90;1352;13100;D;1;45;10;0;01/01/2017;10/11/2017
B84792;10;A;75;1021;11613,71;G;1;43;10;50;01/01/2017;17/11/2017
B84794;10;S;193;1395;26536,19;G;1;60;10;50;01/01/2017;06/10/2017
B84795;4;A;130;1430;20149,19;D;1;30;10;50;01/01/2017;05/08/2017
B84795;4;A;130;1430;20149,19;D;1;30;10;50;06/08/2017;14/11/2017
B84796;3;A;90;1095;14075,09;D;2;29;3;0;01/01/2017;29/11/2017
B84797;1;A;117;1297;17596,87;G;1;66;10;50;01/01/2017;11/11/2017
B84798;9;A;110;1170;17024,02;D;1;42;10;50;01/01/2017;29/11/2017
B84799;9;A;193;1905;41599,62;D;1;65;10;50;01/01/2017;15/11/2017
B84800;8;A;110;1428;15831,25;D;1;36;10;50;01/01/2017;14/11/2017
B84801;10;A;120;1265;16198,01;G;1;48;10;0;01/01/2017;10/11/2017
B84802;10;A;120;1691;15900,92;D;1;36;10;50;01/01/2017;19/11/2017
B84803;7;A;70;1176;10891,19;D;2;27;8;50;01/01/2017;30/11/2017
B84804;7;A;130;1310;19835,43;D;1;34;10;50;01/01/2017;13/10/2017
B84804;7;A;130;1310;19835,43;D;1;34;10;50;14/10/2017;14/11/2017
B84805;6;S;140;1316;20526,06;D;1;61;10;50;01/01/2017;24/11/2017
B84805;6;S;140;1316;20526,06;D;1;61;10;50;25/11/2017;31/12/2017
B84806;10;A;75;1090;10045,33;G;1;55;10;50;01/01/2017;20/11/2017
B84807;9;A;110;1259;14854,28;D;1;27;6;20;01/01/2017;10/11/2017
B84808;1;T;140;1432;23280,66;D;1;34;10;10;01/01/2017;11/11/2017
B84809;6;A;110;1405;17073,17;D;1;31;9;50;01/01/2017;10/11/2017
B84810;10;A;60;1016;8453,26;D;1;61;10;50;01/01/2017;11/11/2017
B84811;10;A;163;1980;30575,91;D;1;55;10;50;01/01/2017;11/11/2017
B84812;9;S;150;1301;17953,09;D;1;34;10;50;01/01/2017;10/11/2017
B84813;7;A;65;1215;12387,02;D;1;43;10;20;01/01/2017;17/09/2017
B84813;7;A;65;1215;12387,02;D;1;43;10;20;18/09/2017;10/11/2017
B84814;7;A;75;1138;10826,15;G;2;38;10;50;01/01/2017;10/11/2017
B84815;10;A;60;825;8229,82;G;2;20;2;50;01/01/2017;12/11/2017
B84816;7;A;109;1357;14677,24;D;1;30;7;50;01/01/2017;31/12/2017
B84817;10;A;100;1150;13167,5;D;1;26;8;50;01/01/2017;10/11/2017
B84818;10;A;100;1325;12088,64;D;1;41;10;50;01/01/2017;21/11/2017
B84819;4;A;60;1040;9144,23;G;2;26;5;40;01/01/2017;11/11/2017
B84820;1;A;140;1574;28883,95;D;1;57;10;50;01/01/2017;11/11/2017
B84821;10;A;54;810;4837,41;G;1;33;6;0;01/01/2017;11/11/2017
B84822;10;A;115;1060;11879,38;G;1;47;10;50;01/01/2017;10/11/2017
B84823;8;A;150;1435;22239,84;D;1;26;7;50;01/01/2017;13/11/2017
B84824;10;A;60;1064;9296,91;D;2;27;8;20;01/01/2017;30/11/2017
B84825;8;S;218;2067;43215,62;D;1;49;10;50;01/01/2017;22/12/2017
B84826;10;A;61;1007;8228,1;G;2;40;6;50;01/01/2017;10/11/2017
B84827;9;A;5,4;349;9429,27;D;1;74;10;50;01/01/2017;26/02/2017
B84828;8;A;163;1560;29612,11;D;1;43;10;50;01/01/2017;10/11/2017
B84829;10;A;116;1245;15624,31;D;1;53;10;50;01/01/2017;10/11/2017
B84830;10;A;60;945;11578,28;G;2;30;7;40;01/01/2017;17/11/2017
B84831;0;A;115;1397;23385,59;D;1;39;10;50;01/04/2017;29/11/2017
B84831;9;A;136;1505;22281,8;D;1;39;10;50;01/01/2017;30/03/2017
B84832;9;A;130;1430;19632,52;D;2;27;8;50;01/01/2017;10/11/2017
B84833;8;A;110;1318;18888,07;D;1;51;10;30;01/01/2017;10/11/2017
B84834;8;A;100;1165;12598,99;D;2;53;8;50;01/01/2017;25/11/2017
B84835;10;A;136;1175;12173,02;G;1;33;7;50;01/01/2017;17/06/2017
B84835;10;A;136;1175;12173,02;G;1;33;7;50;18/06/2017;11/11/2017
B84836;10;A;120;1270;16042,75;D;2;45;10;50;01/01/2017;08/12/2017
B84837;9;S;100;1165;11481,1;D;1;28;9;50;01/01/2017;15/11/2017
B84838;10;A;115;1320;13973,64;G;2;29;6;50;01/01/2017;10/11/2017
B84839;10;A;100;1145;10036,42;G;2;35;10;50;26/09/2017;10/11/2017
B84839;10;A;60;1020;7771,92;D;1;38;10;50;01/01/2017;26/05/2017
B84839;10;A;75;950;8502,12;G;1;38;10;50;27/05/2017;25/09/2017
B84840;10;A;75;950;8502,12;G;1;47;10;30;11/02/2017;10/11/2017
B84840;10;A;75;1000;9156,05;G;1;47;10;30;01/01/2017;10/02/2017
B84841;10;A;100;1115;12186,88;D;2;48;10;50;01/01/2017;30/11/2017
B84842;10;S;80;1205;12756,1;D;2;46;9;10;26/03/2017;10/11/2017
B84842;10;S;90;2358;20950;D;1;50;10;10;01/01/2017;25/03/2017
B84843;10;A;64;1070;8762,77;D;1;43;10;20;01/01/2017;26/12/2017
B84844;10;A;75;1020;10406,76;G;1;48;10;0;01/01/2017;27/10/2017
B84844;10;A;75;1020;10406,76;G;1;48;10;0;28/10/2017;31/12/2017
B84845;10;A;83;995;7886,17;G;1;46;10;50;01/01/2017;23/12/2017
B84846;7;A;90;1026;13742,27;D;1;32;4;50;01/01/2017;10/11/2017
B84847;9;A;150;1745;30000;D;1;50;10;50;01/01/2017;15/11/2017
B84848;9;A;65;970;10709,61;D;2;29;3;20;01/01/2017;10/11/2017
B84849;4;A;60;915;9529,89;G;2;26;7;20;01/01/2017;10/11/2017
B84850;6;A;110;1107;13607,79;G;2;28;9;50;01/01/2017;11/11/2017
B84851;4;S;130;1320;20349,59;D;1;27;6;50;01/01/2017;26/12/2017
B84852;8;A;155;1502;24133,12;D;1;51;10;50;01/01/2017;25/11/2017
B84853;10;A;103;1210;14484,39;G;1;50;10;50;21/01/2017;11/11/2017
B84853;10;A;103;1210;14484,39;G;1;50;10;50;01/01/2017;20/01/2017
B84854;8;A;150;1301;17953,09;D;1;35;10;20;01/01/2017;10/11/2017
B84856;9;S;92;1182;15189,83;D;2;32;10;50;01/01/2017;11/11/2017
B84856;9;S;92;1182;15189,83;D;2;32;10;50;12/11/2017;30/12/2017
B84857;4;A;82;1995;16237,1;D;1;31;10;50;01/01/2017;10/11/2017
B84858;10;A;163;1290;27937,69;G;1;31;10;50;01/01/2017;25/12/2017
B84859;7;S;80;1106;12004,42;D;1;47;10;40;01/01/2017;17/11/2017
B84860;10;A;95;1240;13388,77;G;1;45;10;50;01/01/2017;10/11/2017
B84861;10;A;60;880;7747,42;D;1;35;10;50;01/01/2017;10/11/2017
B84862;10;A;90;1139;11503,75;D;1;50;10;50;01/01/2017;10/11/2017
B84863;9;S;110;1200;13921,64;G;1;30;10;40;01/01/2017;10/11/2017
B84864;10;A;115;1406;15230,08;D;1;34;10;40;01/01/2017;16/11/2017
B84865;8;A;68;1068;9926,83;D;2;28;8;0;01/01/2017;10/11/2017
B84866;10;A;125;1420;15758,54;G;1;71;10;50;01/01/2017;30/11/2017
B84867;4;A;130;1462;21790,47;D;1;39;10;50;01/01/2017;27/11/2017
B84868;7;A;90;1182;12214,32;G;2;31;8;50;01/01/2017;10/11/2017
B84869;10;A;100;1300;13973,73;D;1;30;10;50;01/01/2017;14/11/2017
B84870;10;A;54;940;7241,47;G;2;30;10;0;01/01/2017;10/11/2017
B84872;10;A;117;1720;20659,79;D;1;34;10;50;10/03/2017;10/11/2017
B84872;10;A;90;1312;14469,61;D;1;34;10;50;01/01/2017;09/03/2017
B84873;4;A;110;1435;20286,47;D;1;43;10;50;01/01/2017;11/11/2017
B84874;10;A;65;970;7818,04;G;1;35;10;50;01/01/2017;10/11/2017
B84875;10;A;150;1301;16735,5;D;1;34;9;50;01/01/2017;10/11/2017
B84876;8;A;120;1295;17937,06;D;1;49;9;30;01/01/2017;14/11/2017
B84877;5;A;130;1462;21204,83;D;1;52;10;50;01/01/2017;30/11/2017
B84878;8;A;120;1335;16212,57;D;2;32;10;50;01/01/2017;01/12/2017
B84879;8;A;105;1310;15851,55;D;1;50;10;50;01/01/2017;16/11/2017
B84880;10;A;150;1110;13945,36;G;1;53;10;50;01/01/2017;16/11/2017
B84881;10;A;218;1495;37093,72;G;1;32;10;50;01/01/2017;10/11/2017
B84883;10;S;85;2060;16792,07;D;1;44;10;10;01/01/2017;10/11/2017
B84884;9;A;130;1540;23904,79;D;1;75;10;50;01/01/2017;10/11/2017
B84885;5;A;90;1228;15357,02;D;2;52;10;20;01/01/2017;10/11/2017
B84886;10;A;92;1252;14790,54;D;1;34;5;50;01/01/2017;18/11/2017
B84887;1;S;140;1597;25326,81;D;2;39;10;40;01/01/2017;10/11/2017
B84888;10;S;90;1100;10998,52;G;1;39;3;50;01/01/2017;10/11/2017
B84889;10;A;85;1335;15025,3;D;1;23;5;0;01/01/2017;10/01/2017
B84890;4;A;95;1271;15689,75;G;2;54;10;50;01/01/2017;10/11/2017
B84891;10;A;85;1335;14265,09;D;1;30;6;20;06/02/2017;31/12/2017
B84892;10;A;90;1211;11702,63;D;2;21;2;50;16/04/2017;10/11/2017
B84892;10;A;90;1211;11702,63;D;1;54;10;50;01/01/2017;15/04/2017
B84894;5;A;110;1170;17384,87;D;1;52;10;50;01/01/2017;10/11/2017
B84895;7;A;140;1262;18294,35;G;1;36;10;50;01/01/2017;14/11/2017
B84896;10;A;90;1405;15147,46;D;1;58;10;50;27/01/2017;31/12/2017
B84897;10;A;130;1515;23413,45;D;1;74;10;50;01/01/2017;19/12/2017
B84899;10;A;120;1890;20236,08;D;1;37;10;30;01/01/2017;11/11/2017
B84900;10;A;100;1096;9772,55;G;1;23;5;40;01/01/2017;24/03/2017
B84901;10;A;103;1165;10799,44;G;1;50;10;50;01/01/2017;16/11/2017
B84902;10;A;85;1355;16970,54;D;1;54;10;50;01/01/2017;10/11/2017
B84903;9;A;55;830;5807,34;G;1;46;10;50;01/01/2017;18/12/2017
B84904;10;A;163;2115;32514,75;D;1;36;10;30;01/01/2017;11/11/2017
B84906;10;A;90;1232;13428,7;D;2;34;10;50;01/01/2017;08/12/2017
B84907;8;A;90;1150;13147,14;D;1;40;9;50;01/01/2017;15/11/2017
B84908;9;T;98;1145;12546,81;G;1;24;5;40;01/01/2017;10/11/2017
B84909;10;A;122;1915;22057,14;D;1;26;5;40;01/01/2017;10/11/2017
B84910;10;A;140;1465;19451,03;G;1;70;10;50;01/01/2017;10/11/2017
B84911;7;A;177;1505;30040,2;D;1;58;10;50;01/01/2017;10/11/2017
B84912;8;A;115;1365;16311,27;D;1;36;10;50;01/01/2017;11/11/2017
B84913;7;A;100;1305;15203,25;D;1;29;10;40;01/01/2017;19/11/2017
B84914;4;A;105;1215;15365,85;D;1;63;10;50;01/01/2017;11/11/2017
B84915;10;A;75;1090;11955,9;G;1;50;10;0;01/01/2017;10/11/2017
B84916;8;A;70;1168;12393,44;D;1;34;10;50;01/01/2017;10/11/2017
B84917;10;A;100;1115;13070,79;D;1;36;10;50;01/01/2017;10/11/2017
B84918;4;A;143;1525;26987,54;D;2;35;10;50;01/01/2017;30/11/2017
B84919;10;A;100;1448;18333,33;D;1;30;8;50;01/01/2017;15/11/2017
B84920;9;A;94;1060;8057,97;G;2;27;5;0;01/01/2017;10/11/2017
B84921;10;A;90;1194;10871,97;D;1;69;10;50;01/01/2017;10/11/2017
B84922;10;A;110;1279;15543,69;D;1;40;10;20;01/01/2017;11/11/2017
B84923;10;T;65;960;9368,15;D;2;20;1;10;01/01/2017;10/11/2017
B84924;7;A;177;1430;28495,49;D;1;46;10;50;01/01/2017;30/11/2017
B84925;4;A;101;990;12353,1;G;2;48;10;50;01/01/2017;09/12/2017
B84926;3;A;66;975;8073,68;G;2;30;9;30;01/01/2017;15/12/2017
B84927;5;A;105;1195;13484,93;G;2;46;10;50;01/01/2017;20/12/2017
B84928;10;A;170;1315;20711,42;G;1;46;8;50;01/01/2017;10/11/2017
B84929;10;A;150;1414;23152,62;D;1;26;8;40;01/01/2017;10/11/2017
B84930;10;A;136;1485;20753,84;D;1;37;10;50;09/01/2017;31/12/2017
B84931;10;A;100;1096;9772,55;G;1;33;10;50;14/01/2017;31/12/2017
B84932;10;A;70;1022;11646,8;D;2;41;10;50;17/01/2017;31/12/2017
B84933;9;A;75;1318;12590,62;D;2;43;10;50;01/01/2017;10/11/2017
B84934;1;A;120;1170;20930,63;G;1;32;10;50;01/01/2017;12/11/2017
B84935;2;A;100;1165;11481,1;D;1;67;10;50;01/01/2017;10/11/2017
B84936;10;A;90;1232;13428,7;D;2;37;10;50;01/01/2017;03/09/2017
B84937;8;A;71;1281;11671,73;D;1;51;10;50;01/01/2017;10/11/2017
B84938;6;A;115;1430;18778,86;D;1;29;10;50;01/01/2017;10/11/2017
B84939;10;A;100;1428;15645,86;D;1;59;10;50;01/01/2017;27/10/2017
B84939;10;A;100;1428;15645,86;D;1;59;10;50;28/10/2017;31/12/2017
B84940;7;A;126;1380;20162,6;D;1;52;10;50;01/01/2017;22/11/2017
B84941;7;A;120;1736;24951,73;D;1;50;10;50;01/01/2017;10/11/2017
B84942;4;S;90;1678;18841,11;D;1;53;10;50;20/02/2017;04/11/2017
B84942;5;S;90;1400;12877,2;D;1;53;10;50;01/01/2017;19/02/2017
B84942;4;S;90;1678;18841,11;D;1;53;10;50;05/11/2017;31/12/2017
B84943;10;A;75;1090;10045,33;G;1;68;10;20;02/01/2017;31/12/2017
B84945;5;A;110;1453;19015,55;G;1;31;6;50;01/01/2017;10/11/2017
B84946;10;A;100;1325;12235,22;D;2;35;10;50;01/01/2017;13/11/2017
B84947;10;A;95;1660;14780,99;D;1;47;10;50;01/01/2017;10/11/2017
B84948;8;A;90;1174;12648,97;D;1;59;10;50;01/01/2017;11/11/2017
B84949;10;A;75;950;8502,12;G;2;29;5;50;01/01/2017;03/12/2017
B84950;4;S;90;1170;14585,74;D;1;26;5;20;01/01/2017;10/11/2017
B84951;10;A;88;1413;13178,29;D;1;28;3;30;01/01/2017;11/11/2017
B84952;1;A;140;1185;18826,46;G;2;46;10;40;01/01/2017;11/11/2017
B84953;2;A;143;1465;25661,08;D;1;62;10;50;01/01/2017;29/04/2017
B84953;7;A;170;1540;35036,25;D;1;62;10;50;30/04/2017;10/11/2017
B84955;6;A;140;1251;15390,62;G;2;39;10;50;01/01/2017;15/11/2017
B84956;3;A;170;1770;34224,92;D;1;41;10;50;01/02/2017;03/12/2017
B84956;3;A;170;1770;34224,92;D;1;41;10;50;04/12/2017;31/12/2017
B84957;10;A;193;1700;31236,85;D;1;62;10;50;01/01/2017;11/11/2017
B84958;8;A;90;1200;14625,17;D;2;45;10;20;01/01/2017;07/12/2017
B84960;10;A;75;950;8502,12;G;1;30;9;50;01/01/2017;10/11/2017
B84961;10;A;68;1070;8954,94;D;2;33;10;50;01/01/2017;11/11/2017
B84962;5;A;110;1204;13974,9;G;1;28;8;40;01/01/2017;29/11/2017
B84963;7;A;115;1397;17077,24;D;2;36;6;50;01/01/2017;19/11/2017
B84964;10;A;110;1140;16177,83;G;1;28;10;20;01/01/2017;10/11/2017
B84965;5;A;80;1106;11035,58;D;1;32;10;50;01/01/2017;12/11/2017
B84966;4;A;83;1071;11382,11;G;1;40;10;50;01/01/2017;10/11/2017
B84967;10;A;60;880;8005,67;D;1;49;10;50;01/01/2017;30/11/2017
B84968;7;A;126;1385;17764,23;D;2;32;9;50;01/01/2017;13/12/2017
B84969;10;A;110;1350;19203,07;D;1;31;10;30;01/01/2017;08/10/2017
B84969;10;A;110;1350;19203,07;D;1;31;10;30;09/10/2017;10/11/2017
B84970;5;S;140;1383;17103,94;D;2;35;6;50;01/01/2017;10/11/2017
B84971;3;A;140;1539;25275,36;D;2;52;10;50;31/01/2017;31/12/2017
B84972;2;A;105;1480;17172,16;D;2;28;3;50;01/01/2017;11/11/2017
B84973;10;A;115;1512;22522,96;D;1;32;4;50;01/01/2017;23/11/2017
B84974;10;A;71;1155;11963,55;D;2;31;10;30;01/01/2017;14/11/2017
B84975;6;A;70;1089;11148,24;D;2;39;6;40;01/01/2017;18/12/2017
B84976;10;A;71;1185;10847,54;D;1;46;10;50;01/01/2017;10/11/2017
B84977;10;A;71;1112;11706,24;D;1;54;10;50;01/01/2017;12/11/2017
B84978;3;A;109;1310;15356,1;D;2;38;10;50;01/01/2017;10/11/2017
B84979;4;A;68;1242;8293;G;2;28;3;50;26/05/2017;06/11/2017
B84979;10;A;75;990;8575,41;G;2;28;3;50;01/01/2017;25/05/2017
B84979;4;S;68;1242;8293;G;2;28;3;50;07/11/2017;31/12/2017
B84980;1;A;92;1090;16929,61;D;1;66;10;50;04/06/2017;10/11/2017
B84980;1;A;92;1090;16929,61;D;1;66;10;50;01/01/2017;03/06/2017
